"text","score"
"@SenWarren @MittRomney @realDonaldTrump Maybe a binder with a couple of pages of minorities, too?",0
"RT @RepStevenSmith: Memories from the campaign: the moment #FakeNews @megynkelly realized @realDonaldTrump would win the election. https://…",1
"RT @FLGovScott: Great seeing my friend @realDonaldTrump today. https://t.co/yJAMbHsXp5",1
"@FoxNews @realDonaldTrump you mean he's driving across a bridge or through a tunnel...""travel to NJ""? ...that's funny!",-1
"@SkyNewsAust @SenatorWong @realDonaldTrump Aussies do not subscribe to her sentiments",-1
"RT @desimartin123: THIS LADY GOT FIRED FOR SUPPORTING @realDonaldTrump !
LET'S SHOW HER SOME LOVE #TRUMPTRAIN !!
@Rockprincess818 @greeneye…",3
"RT @revdojoe: The liars in the media said that @realDonaldTrump would never accomplish this. Strike one against @cnnbrk @MSNBC @ABC <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> ht…",-1
"@steph93065 @SenWarren @MittRomney @realDonaldTrump Me too ,Steph!!",0
"@realDonaldTrump hell no. He did nothing. Just lies",-2
"RT @casetwin: JUST REPORTED THIS RACIST SOB!! <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B1><U+008A><ed><U+00AE><U+00B9><ed><U+00B3><U+00A6>
@FBI @NewYorkFBI @SecretService @realDonaldTrump @DonaldJTrumpJr @EricTrump https://t.co/…",-1
"RT @desimartin123: THIS LADY GOT FIRED FOR SUPPORTING @realDonaldTrump !
LET'S SHOW HER SOME LOVE #TRUMPTRAIN !!
@Rockprincess818 @greeneye…",3
"@realDonaldTrump is a BAD HOMBRES and couldn't tell the truth if Ivanka's life depended on it. #BADHOMBRES… https://t.co/BEdP2fWSHu",-1
"RT @desimartin123: THIS LADY GOT FIRED FOR SUPPORTING @realDonaldTrump !
LET'S SHOW HER SOME LOVE #TRUMPTRAIN !!
@Rockprincess818 @greeneye…",3
"RT @desimartin123: THIS LADY GOT FIRED FOR SUPPORTING @realDonaldTrump !
LET'S SHOW HER SOME LOVE #TRUMPTRAIN !!
@Rockprincess818 @greeneye…",3
"@ericbolling @LindaSuhler @realDonaldTrump @oreillyfactor Means American people first, jobs, healthcare, growth economy,
Constitution saved",2
"@billscher @Automotive_News @realDonaldTrump, that old orange shit head can't stop lying. I hope the next four years goes as by fast",-2
