"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:27:11,FALSE,NA,"799695467244158976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SusieGiggles63",42611,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:27:09,FALSE,NA,"799695460005015552",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Tracey2true68",42611,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: My transition team, which is working long hours and doing a fantastic job, will be seeing many great candidates today.…",FALSE,0,NA,2016-11-18 19:27:09,FALSE,NA,"799695459401027587",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","kathytarochione",20270,TRUE,FALSE,NA,NA
"RT @RogerJStoneJr: A soldier in the @realDonaldTrump Revolution reaches out @infowars @RealAlexJones https://t.co/ECwWjl0xJ9",FALSE,0,NA,2016-11-18 19:27:09,FALSE,NA,"799695458398441472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rocky4959",35,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:27:08,FALSE,NA,"799695453096808449",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","etan_2015",5788,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:27:07,FALSE,NA,"799695451591155712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DeplorableKAFIR",42611,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:27:05,FALSE,NA,"799695440778141696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","eodsteve3579",5788,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:27:04,FALSE,NA,"799695438005866496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Juskimlin",5788,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:27:02,FALSE,NA,"799695429080227840",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","kathytarochione",42607,TRUE,FALSE,NA,NA
"@realDonaldTrump I have no doubt you will pick the best people in the USA. Excited for great things to happen making our country great again",FALSE,0,"realDonaldTrump",2016-11-18 19:27:02,FALSE,"797069763801387008","799695428681867264","25073877","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Newt2me",0,FALSE,FALSE,NA,NA
