"text","score"
"@jhejda @Exiimus @AdamPugh @realDonaldTrump cant find anything that says he wasnt a draft dodger",0
"@realDonaldTrump @mike_pence @Reince @IvankaTrump @EricTrump @DonaldJTrumpJr https://t.co/OskcWUbkH6",0
"RT @SheriffClarke: Dem proaganda wing @nytimes @washingtonpost continue to snipe @realDonaldTrump transition w/o telling us the history htt…",0
"@realDonaldTrump focus less on deportation and more on bringing the mcrib back.",0
"RT @SheriffClarke: To Black America both those who supported @realDonaldTrump &amp; those who did not; help is on the way. Leave that Democrat…",1
"Has @realDonaldTrump picked out his Leni Reifenstahl yet?",0
"RT @RichardBurr_DN: ALERT: @realDonaldTrump set to meet @BetsyDeVos in NJ on Saturday, likely about education secy post: https://t.co/jms84…",1
"RT @SheriffClarke: Dem proaganda wing @nytimes @washingtonpost continue to snipe @realDonaldTrump transition w/o telling us the history htt…",0
"@realDonaldTrump",0
"@realDonaldTrump Please consider placing @Ayaan in charge of policies regarding Islamic immigration as to avoid encouraging radical Islam.",1
"RT @Franklin_Graham: President-elect @realDonaldTrump &amp; VP-elect @Mike_Pence are going 2need a lot of help &amp; prayer. https://t.co/ck1fVw59xx",1
"@realDonaldTrump How about a 7x24 reality channel and show ""Inside the Presidency""?   Let us see the inside workings-motorcades, flights,etc",0
"RT @SheriffClarke: Dem proaganda wing @nytimes @washingtonpost continue to snipe @realDonaldTrump transition w/o telling us the history htt…",0
"@SenWarren @realDonaldTrump @SenatorSessions soooo much weight in your urge.",0
"RT @SheriffClarke: Dem proaganda wing @nytimes @washingtonpost continue to snipe @realDonaldTrump transition w/o telling us the history htt…",0
"RT @ShaunWebbAuthor: We will not tolerate #hate #homophobia or @realDonaldTrump  Speak up! @otepofficial https://t.co/I5baky7Kma",-2
"RT @SheriffClarke: Can't say @nytimes @washingtonpost are open minded enough to give @realDonaldTrump a chance like Harlem will. https://t.…",3
"RT @SheriffClarke: Enough. It's time to realize and accept that @realDonaldTrump will be the next POTUS. https://t.co/hbYnPXjucA",1
"@MikeH5856 @washingtonpost @realDonaldTrump The FAILING @nytimes https://t.co/lM9eyIcVBF",-1
"@GaryCoby @RSBNetwork @twitter @jack @realDonaldTrump If he had half a brain on this situation he would realize with out the Patriot Army ..",1
"@realDonaldTrump Very concerned news carrying so much detail with maps, video, etc while President and family travels",-1
"@SenWarren @realDonaldTrump @SenatorSessions How many GOP senators can you count on or have spines been removed?",0
"@transition2017 @realDonaldTrump shame on you",-1
"@SenWarren @realDonaldTrump @SenatorSessions Either fight or get run over. There will be no negotiating with these people.",-1
"RT @DelCo_Greens: Corrupt, bought &amp; sold, untrustworthy. This describes both @realDonaldTrump &amp; @HillaryClinton #debatenight #OccupyTheDeba…",-2
"RT @SheriffClarke: Dem proaganda wing @nytimes @washingtonpost continue to snipe @realDonaldTrump transition w/o telling us the history htt…",0
"RT @TomShields: @realDonaldTrump to meet with DeVos and Romney on Sunday. https://t.co/353FmM9iSi",0
"RT @SheriffClarke: With @megynkelly tonight 9PM ET. All hands on deck. @realDonaldTrump needs all guns firing at Mrs. Bill Clinton right no…",2
"RT @SheriffClarke: Can't say @nytimes @washingtonpost are open minded enough to give @realDonaldTrump a chance like Harlem will. https://t.…",3
"Would have been fantastic for @realDonaldTrump to name @TGowdySC USATTYGEN<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>Transparency at its finest.
Reports: https://t.co/SBsq7h5uVB",3
