"text","score"
"@realDonaldTrump good job <U+2764><U+FE0F><U+2764><U+FE0F>",1
"RT @ThomasBernpaine: @AC360 @Acosta @CNN @realDonaldTrump BECAUSE YOU ARE LYING PROPAGANDISTS #CutTheCord #ProjectMockingbird",-1
"@realDonaldTrump so aggravating this wasn't spoken about more during he election. but we're no longer a policy-orie… https://t.co/1Gn1yNonl6",-2
"@LeeElleC @realDonaldTrump @CNN #MAGA  Name calling?! We can't endorse that #racist and #misandrist talk - bye bye… https://t.co/zMvImD9kRe",0
"@realDonaldTrump. You should bag the 30 State Victory Tour and focus on building your cabinet.",1
"@darilla999 @Mary60318468 @Junebug1952 @bigsceend @zombeck @realDonaldTrump @business why ?you got some ?",1
"@realDonaldTrump @FoxNews @HarveyLevinTMZ The Narcissist In Chief",0
"@VeraSudakova345 @KyivPost @realDonaldTrump @emanuelmccray @HandsandButtons @TrumpGenius @PutinRF Have fun. B safe. Send pictures. God bless",3
"@LeeElleC @realDonaldTrump @CNN Wrong again-in Vancouver -sponsor 8 kids globally and building a school -  #Deplorable  ?What are you doing?",-2
"Not even pres. yet and @realDonaldTrump is already bringing Americans together... https://t.co/H5nkCwbbu2",-1
"Perhaps @realDonaldTrump could spend these next 60-some days taking @Hillsdale's Constitution 101 Course: https://t.co/HIEmdFycN1",0
"@19PHIL51 @8simon9 @pepsi @realDonaldTrump @perossmeisl   He dont get out much and obviously can't read!!! SOROS is the problem dirtbag!!",-2
"@KyivPost @realDonaldTrump @emanuelmccray @HandsandButtons @TrumpGenius @PutinRF Trump will also be in movies.",1
"So @kanyewest says he would have voted @realDonaldTrump &amp; crowd boos? Hard being a free thinker. #YEEZY… https://t.co/OAzRdzULCy",0
"@KyivPost @VeraSudakova345 @realDonaldTrump @emanuelmccray @HandsandButtons @TrumpGenius @PutinRF Who's Johnny Depp?",0
"@Rosie I signed it today. @realDonaldTrump can you be a little less self emerged &amp; speak to US to stop the HATE, BULLYING, &amp; BIGOTRY uproar?",-5
"@LeeElleC @realDonaldTrump @CNN https://t.co/4U3v8wtWUt",0
"@realDonaldTrump Ford NEVER planned on relocating Lincolns to Mexico! See MSNBC",0
".@TrishIntel Bolton, who defends going to Iraq. How does that match up @realDonaldTrump's ideas? If they have not learned, just say no.",0
