"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:23:04,FALSE,NA,"799694429745397760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Vicjhernandez21",42565,TRUE,FALSE,NA,NA
"So almost every cabinet pick by @realDonaldTrump is anti-gay, where is all that love and protection go? #Election2016 #StrongerTogether",FALSE,0,NA,2016-11-18 19:23:04,FALSE,NA,"799694429095428096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nomnomboris",0,FALSE,FALSE,NA,NA
"@realDonaldTrump Criminals who committed 911 are all rushing to join a Trump Administration &amp; Trump seem to be Considering letting them In",FALSE,0,"realDonaldTrump",2016-11-18 19:23:03,FALSE,NA,"799694426570452992","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shandclub",0,FALSE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:23:02,FALSE,NA,"799694423206612992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdlandeene",5705,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:23:01,FALSE,NA,"799694419075223553",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","double00marc",42565,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:23:01,FALSE,NA,"799694417019817984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","76frenchtoast",42565,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:23:01,FALSE,NA,"799694416910786561",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SusanSzollosi",42565,TRUE,FALSE,NA,NA
"RT @IngrahamAngle: @realDonaldTrump selected @SenatorSessions of AL to be AG. Here are his best moments from over the years. https://t.co/K…",FALSE,0,NA,2016-11-18 19:22:59,FALSE,NA,"799694411059691520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xrey1",268,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: I am not trying to get ""top level security clearance"" for my children. This was a typically false news story.",FALSE,0,NA,2016-11-18 19:22:57,FALSE,NA,"799694403098902528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","molasseszip",30750,TRUE,FALSE,NA,NA
"He had to settle. @realDonaldTrump I don't like you. You are a fraud and a crook. Doesn't matter admitting it or no… https://t.co/uuxKxhFzca",FALSE,0,NA,2016-11-18 19:22:57,TRUE,NA,"799694400997572608",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","sunshinelaughin",0,FALSE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:22:56,FALSE,NA,"799694398975938560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ujjalnathh",5705,TRUE,FALSE,NA,NA
"RT @amnesty: No @realdonaldtrump we’ve seen horrific conditions for refugees in #Australia &amp; we won’t let politics get in the way https://t…",FALSE,0,NA,2016-11-18 19:22:56,FALSE,NA,"799694398032183296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AmnestyCapHill",55,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: All I can say is that if I were President, Snowden would have already been returned to the U.S. (by their fastest jet)…",FALSE,0,NA,2016-11-18 19:22:56,FALSE,NA,"799694396602060804",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nystweets",4709,TRUE,FALSE,NA,NA
"RT @Cliff_Sims: .@tedcruz on @realDonaldTrump nominating @SenatorSessions for AG: ""GREAT news for all of us who revere the Constitution and…",FALSE,0,NA,2016-11-18 19:22:55,FALSE,NA,"799694394383364100",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Amusetales",186,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: The failing @nytimes story is so totally wrong on transition. It is going so smoothly. Also, I have spoken to many for…",FALSE,0,NA,2016-11-18 19:22:55,FALSE,NA,"799694393489948672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nwabiafran",20271,TRUE,FALSE,NA,NA
"RT @LouDobbs: Intelligent Leadership Makes All the Difference...@realDonaldTrump and Bill Ford Putting #AmericaFirst. #MAGA #TrumpTrain #Do…",FALSE,0,NA,2016-11-18 19:22:55,FALSE,NA,"799694393108070400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Cryogenik28",338,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:22:54,FALSE,NA,"799694388855181313",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Anna47267977",42565,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:22:53,FALSE,NA,"799694386451750912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wvufanagent99",5705,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:22:51,FALSE,NA,"799694377182498816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","APoselenzny",42565,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: I worked hard with Bill Ford to keep the Lincoln plant in Kentucky. I owed it to the great State of Kentucky for their…",FALSE,0,NA,2016-11-18 19:22:50,FALSE,NA,"799694371591335937",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SabNic",24190,TRUE,FALSE,NA,NA
"@realDonaldTrump @nytimes You did say it",FALSE,0,"realDonaldTrump",2016-11-18 19:22:49,FALSE,"797832229800050688","799694367547981824","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jbwpost",0,FALSE,FALSE,NA,NA
"RT @realDonaldTrump: I worked hard with Bill Ford to keep the Lincoln plant in Kentucky. I owed it to the great State of Kentucky for their…",FALSE,0,NA,2016-11-18 19:22:49,FALSE,NA,"799694366574923777",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amonroy49",24190,TRUE,FALSE,NA,NA
"@realDonaldTrump come thru we got pizza in the oven https://t.co/uUkwGSP7Mp",FALSE,0,"realDonaldTrump",2016-11-18 19:22:49,FALSE,NA,"799694366008864768","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","seanmced1996",0,FALSE,FALSE,NA,NA
"RT @realDonaldTrump: I have never seen a thin person drinking  Diet Coke.",FALSE,0,NA,2016-11-18 19:22:47,FALSE,NA,"799694360925245440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sam_Meany",77954,TRUE,FALSE,NA,NA
"#PresidentTrump #PresidentialTransition #JeffSessions @realDonaldTrump @transition2017 https://t.co/xqYzqe6tFX",FALSE,0,NA,2016-11-18 19:22:47,FALSE,NA,"799694359692267520",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","IremTuncel",0,FALSE,FALSE,NA,NA
"RT @realDonaldTrump: I worked hard with Bill Ford to keep the Lincoln plant in Kentucky. I owed it to the great State of Kentucky for their…",FALSE,0,NA,2016-11-18 19:22:47,FALSE,NA,"799694357527826433",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AustinFromBos",24190,TRUE,FALSE,NA,NA
"RT @kghsafety: This is very good article to read for why people should vote #Trump @realDonaldTrump @DonaldJTrumpJr @EricTrump https://t.co…",FALSE,0,NA,2016-11-18 19:22:46,FALSE,NA,"799694354843480064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ulbelousova1414",1,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:22:44,FALSE,NA,"799694347243356160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amonroy49",42565,TRUE,FALSE,NA,NA
"RT @MonicaCrowley: The @realDonaldTrump Effect.  RT ""The U.S. dollar is heading for its best two weeks...since the 1980s"" https://t.co/pvZa…",FALSE,0,NA,2016-11-18 19:22:44,FALSE,NA,"799694346085957632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DAtwood1234567",372,TRUE,FALSE,NA,NA
"RT @davidshepardson: .@Ford couldn't close any US plant until 2019 at the earlier under the @UAW contact despite @realDonaldTrump tweet",FALSE,0,NA,2016-11-18 19:22:42,FALSE,NA,"799694340314591232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BluAngel54",892,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:22:42,FALSE,NA,"799694340020989953",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Carter6972",5705,TRUE,FALSE,NA,NA
"RT @Cliff_Sims: .@tedcruz on @realDonaldTrump nominating @SenatorSessions for AG: ""GREAT news for all of us who revere the Constitution and…",FALSE,0,NA,2016-11-18 19:22:42,FALSE,NA,"799694339375071232",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","glassic131",186,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: I worked hard with Bill Ford to keep the Lincoln plant in Kentucky. I owed it to the great State of Kentucky for their…",FALSE,0,NA,2016-11-18 19:22:42,FALSE,NA,"799694338968064000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SusanSzollosi",24190,TRUE,FALSE,NA,NA
"RT @NikkiSchwab: Transition team confirms @RealDonaldTrump is meeting with Michelle Rhee on Saturday.",FALSE,0,NA,2016-11-18 19:22:41,FALSE,NA,"799694334387961857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alanagoodman",3,TRUE,FALSE,NA,NA
"RT @amnesty: We’re at Trump Tower asking @realDonaldTrump to meet with people who faced that kind of discrimination his Muslim registry wou…",FALSE,0,NA,2016-11-18 19:22:40,FALSE,NA,"799694329149329408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","robertodemitri",345,TRUE,FALSE,NA,NA
"RT @Cliff_Sims: .@tedcruz on @realDonaldTrump nominating @SenatorSessions for AG: ""GREAT news for all of us who revere the Constitution and…",FALSE,0,NA,2016-11-18 19:22:40,FALSE,NA,"799694329056989184",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RogerHill318",186,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: I worked hard with Bill Ford to keep the Lincoln plant in Kentucky. I owed it to the great State of Kentucky for their…",FALSE,0,NA,2016-11-18 19:22:40,FALSE,NA,"799694328310308864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","redwing13040774",24190,TRUE,FALSE,NA,NA
"RT @AC360: Jim @Acosta recounts what it was like to represent @CNN at a @realdonaldTrump rally as the crowd chanted ""CNN sucks"" https://t.c…",FALSE,0,NA,2016-11-18 19:22:39,FALSE,NA,"799694324036313088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kthompson36206",275,TRUE,FALSE,NA,NA
"@realDonaldTrump Administration. The  BS is very thick with a lot of people and it's destroying our lives. Some people just want to be",FALSE,0,"FrankTCardenas",2016-11-18 19:22:38,FALSE,"799694084768006144","799694322656415744","3975182852","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FrankTCardenas",0,FALSE,FALSE,NA,NA
"RT @NRO: .@krauthammer
on the press not being able to control themselves from criticizing @realDonaldTrump already: https://t.co/vtczb21VvG",FALSE,0,NA,2016-11-18 19:22:38,FALSE,NA,"799694320030851073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WGSawyer",7,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:22:37,FALSE,NA,"799694318810198016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LoveMyCountryAZ",42565,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:22:37,FALSE,NA,"799694316553859072",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","HeelLeClech",5705,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:22:37,FALSE,NA,"799694315698225152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Katheri47613526",5705,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: I am not trying to get ""top level security clearance"" for my children. This was a typically false news story.",FALSE,0,NA,2016-11-18 19:22:36,FALSE,NA,"799694313793921024",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Teria1950",30750,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:22:36,FALSE,NA,"799694311289798656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","erinschmitt66",5705,TRUE,FALSE,NA,NA
"RT @davidshepardson: .@realDonaldTrump wrongly took credit in October 2015 for @Ford moving some production to Ohio https://t.co/2qpTOptJWH",FALSE,0,NA,2016-11-18 19:22:35,FALSE,NA,"799694307884146688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BluAngel54",165,TRUE,FALSE,NA,NA
"RT @civilrightsorg: Either @realDonaldTrump should retract this announcement or the Senate should stand firm in rejecting another @SenatorS…",FALSE,0,NA,2016-11-18 19:22:33,FALSE,NA,"799694301395554304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PurpleTribeTen",16,TRUE,FALSE,NA,NA
"RT @Cliff_Sims: .@tedcruz on @realDonaldTrump nominating @SenatorSessions for AG: ""GREAT news for all of us who revere the Constitution and…",FALSE,0,NA,2016-11-18 19:22:31,FALSE,NA,"799694291803074560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NogginsCo",186,TRUE,FALSE,NA,NA
"In 15 minutes we'll be 15 minutes closer for the @realDonaldTrump or President #FuckfaceVonClownstick as he shall be known nightmare to  end",FALSE,0,NA,2016-11-18 19:22:31,FALSE,NA,"799694291060883456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RUFfnKiddingMe",0,FALSE,FALSE,NA,NA
