"text","score"
"@realDonaldTrump @jandersn15",0
"RT @RubenGallego: If I ever get to do a mean tweets stand up set. I have so much material from supporters of @realDonaldTrump",0
"@StopTrumpBigly @realDonaldTrump and big lee you must be a proud democrat https://t.co/aMNxHeWDaY",2
"Hey @realDonaldTrump make @MittRomney the swamp secretary. Make him in charge of eliminating waste and draining swamp. Business=efficient",-4
"@realDonaldTrump You're awesome and we are so happy you're our President!  <ed><U+00A0><U+00BD><ed><U+00B8><U+0080><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>to your beautiful family!",3
"@WendyRogersAZ @usedgov @ENERGY @V4SA @thehill This @realDonaldTrump is a talker. The only walking is by #TeamWalkback.",0
"Go @realDonaldTrump. So excited to see this consideration. #MAGA 

https://t.co/BY2VHQK1JS",1
"RT @AGonzalezTAZ: Líderes religiosos se unen para enviarle un mensaje al presidente electo @realDonaldTrump sobre su plan de deportación ma…",0
"@iamtalhaerhan @realDonaldTrump Gulen Charter School on Davis Monthan and Nellis AFB Espionage organised crime h1-b visa fraud need assembly",-2
"@KeithOlbermann @realDonaldTrump The fact it is being aired in the Hannity slot says it all..",0
"@iamtalhaerhan @realDonaldTrump We need a display in front of Davis Monthin and Nellis AFB ...USA Military harboring terrorists criminals",-1
"FACT: @realDonaldTrump lied about saving @Ford jobs. It was auto UNION contracts that prevented job loss. Trump = bad, UNIONS = GOOD",0
"More accurately: he was head of the Judiciary Committee which rejected Sessions. @AbuKedem @realDonaldTrump",0
"BOYCOTT https://t.co/VxJ3rza4lQ for removing @IvankaTrump products. #Shoesdotcom. We the people have spoken We love… https://t.co/pxZ85YxKbN",-1
"Should George Soros, Saudis and Qataris be declared ENEMIES OF THE UNITED STATES for funding anti-Trump terror &amp; arson? @realDonaldTrump",-1
"@realDonaldTrump @FoxNews @HarveyLevinTMZ Oh good God! More self promotion! And fromTMZ!
<ed><U+00A0><U+00BD><ed><U+00B8><U+009B><ed><U+00A0><U+00BD><ed><U+00B8><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+0084>",1
"Yes. @AbuKedem @realDonaldTrump",0
"When @realDonaldTrump said the election was rigged it was because he knew the Russians and the FBI had rigged it for him",-2
"@realDonaldTrump @nytimes They would prefer making Russia our enemy Russia will never be our enemy unless we make them so",1
"@realDonaldTrump Do not put Mitt Romney on As Sec. of State you might as well select Hillary Romney can NOT be trusted",0
"@FoxNews @johnlegend @realDonaldTrump I don't trust anyone who has photo with Hillary!",1
"DACA needs to be addressed. Undocumented peoples should not be able to get a drivers license in Arizona. @realDonaldTrump",-2
"RT @AZTanya: LRT:
STROM THURMOND thinks Sessions is TOO RACIST.
@realDonaldTrump is an asshole.",0
"LRT:
STROM THURMOND thinks Sessions is TOO RACIST.
@realDonaldTrump is an asshole.",0
"@BiasBe @arcadiacalls @proofofthecon @CarlToddHand @realDonaldTrump Don't see the prob. Ford is moving other units. Verified this unit stays",0
"@KeithOlbermann @realDonaldTrump is this real? TMZ???",1
"RT @Brimshack: The sun also rose in Kentucky today. Gonna take credit for that Donald? @realDonaldTrump",0
"Hey at least we know @realDonaldTrump believes in recycling. He is filling #TrumpCabinet with raw sewage.#draintheswamp? <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",0
"@rahulkanwal @realDonaldTrump @IvankaTrump did u had guts to ask same thing to zulfikar &amp; nehru",0
"@RubenGallego @realDonaldTrump I'd go to *that* fund raiser",0
"@realDonaldTrump That's not what we heard Donald.",-1
"@realDonaldTrump naming J Sessions to the Justice Department is the 1st blow to AFFIRMATIVE ACTION - get ready for colleges to be 100% white",1
"RT @JonPhxAZ: Release Mike Pence's emails and while you're at it release @realDonaldTrump conflict of interest loaded tax returns https://t…",-1
"@realDonaldTrump Please come to Phoenix. #VictoryLap #PresidentElectTrump",0
"@realDonaldTrump YOU ARE #NOTMYPRESIDENT https://t.co/tQSyjXY85Y",0
"RT @RubenGallego: .@realDonaldTrump also brought back Coca Cola Classic, killed Zima, and fought Godzilla.",0
"@2simplyb @TIME @HillaryClinton @realDonaldTrump Sure Hanging Out With Gangster JZ Foul Language Is Your Idea Of Class Act PATHETIC",-3
"RT @AGonzalezTAZ: Líderes religiosos se unen para enviarle un mensaje al presidente electo @realDonaldTrump sobre su plan de deportación ma…",0
"@tpolitical_news .@realDonaldTrump  The majority of Americans despise you.
Obama will always be better than you in every way
#ThankYouObama",2
"@realDonaldTrump  https://t.co/ulCCWLzVrj",0
"@EazyMF_E @realDonaldTrump the man has done nothing yet.  Absolutely nothing.",-2
"(LINK)Kentucky Governor Matt Bevin responds:2 days ago, @realDonaldTrump told me he was working w/ @Ford to keep sma https://t.co/WSg3lctc1p",0
"I am hoping4 a 40 yr dynasty of @realDonaldTrump&amp;his children
Everybody likes his children even better than him
A great time of peace &amp; love",7
"@poniewozik @realDonaldTrump His tweet has #NoStatementThatHeSavedThem, it was #JustAPhoneCall!! #ReadMuch? #FakeNewsAlert #FalseAccusations",0
