"text","score"
"@PrisonPlanet @Starbucks @realDonaldTrump 60 million Trump voters can live without Starbuck's coffee but Starbucks would have no bucks",0
"@DenadeCamp @realDonaldTrump has lost the popular vote by an alarming 1.14 million votes. Please abstain or vote against him.",1
"@Amer1canBorn @Rosie @realDonaldTrump so we have to put a #  to ensure ALL CHILDREN are safe? How Christian like is this? Did Jesus have a #",2
"Shoutout to all the #TrumpCup warriors who are going out of their way to give money to a company that opposed @realDonaldTrump. <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>",0
"RT @pamnsc: Screaming it: @UN and all its sister groups MUST be abolished cc @realDonaldTrump @USUN #Christianpersecution thrives under @UN…",0
"RT @salter_bernard: @EuroAmericans @SirAnglo @realDonaldTrump @StephenBannon @TeamTrump ameica gets so much gref about our birders..what ab…",0
"@realDonaldTrump let's make it happen #mattis4secdef",0
"@lizbethkb @realDonaldTrump has lost the popular vote by an alarming 1.14 million votes. Please abstain or vote against him.",1
"@BrookeBCNN gentle Correction  you just said ""more than half the country voted for @realDonaldTrump "" Wrong for @HillaryClinton #newsroom",1
"@realDonaldTrump   no Romney! And we do need people besides white guys",0
"RT @javimorillo: I pledge to show the same respect &amp; support the GOP showed @POTUS for 8 years.It's the least I can do for @realDonaldTrump…",1
"Screaming it: @UN and all its sister groups MUST be abolished cc @realDonaldTrump @USUN #Christianpersecution thriv… https://t.co/fam4afd2zz",0
"I get the feeling that @realDonaldTrump's transition team went online to Fascists""R""Us® and checked *all* the boxes.",0
"@NovaCrewZombie @Wxrded @realDonaldTrump it just goes without saying, you know? <ed><U+00A0><U+00BD><ed><U+00B8><U+00B4>",1
"@jtpallai1 @realDonaldTrump  That figures! <ed><U+00A0><U+00BD><ed><U+00B8><U+0089>",0
"RT @cuteangiie: Very exited for our new government under @realDonaldTrump no more free riders!",2
"@realDonaldTrump How sad. You are appointing nut jobs to your cabinet. They will wreck this country but the history books will blame you.",-3
"@Larry_Ahern @realDonaldTrump has lost the popular vote by an alarming 1.14 million votes. Please abstain or vote against him.",1
"RT @SCTeamTrump: RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLev… https:…",1
"RT @SCTeamTrump: RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLev… https:…",1
"RT @DJMany: @realDonaldTrump Trump For Prez?",1
"#Trauma #Racism #Abuser #Terror #Incompetence #Liar #Sociopath #Cheater #Con #Divider #Puppet #Treason #andMore @realDonaldTrump  some words",-8
"If trump implements a national registry of Muslims, I call for all people of conscience to ""convert"" to Islam.@realDonaldTrump",1
"@realDonaldTrump I think I will continue to post some of my tweets to IG ,USDOT is to important to not to keep trying to show I am qualified",1
"@realDonaldTrump  Drain that swamp Mr.Trump!",-2
"@ReformedBroker @FoxNews @realDonaldTrump ""no way, who in their right mind would go to that hell hole"" probably",0
"@seanhannity @CNN @AC360 @Acosta @realDonaldTrump #blackoutCNN Nov 20",0
"@FoxNews @realDonaldTrump WOW!!! He's going to NJ! WOW! Thats amazing! Unbelievable! Who would have thought? Incredible news!",5
"@SharonDay @realDonaldTrump has lost the popular vote by an alarming 1.14 million votes. Please abstain or vote against him.",1
"@realDonaldTrump have you ever seen a psychiatrist?",0
