"text","score"
"@SenWarren Contrary to how Dems think, @realDonaldTrump will hire based on expertise &amp; knowledge. Not race,gender or religion! The right way",0
"@HammDonald @realDonaldTrump Crocs have been cool this whole time Donald",1
"RT @prairiewindspr: #Montanans Call @GovernorBullock and @jontester today &amp; ask when they plan to take a stand against @realDonaldTrump. I…",0
"3/ can Repubs bring themselves to earmark carbon capture &amp; sequestration research funds to alleviate ""a hoax?"" @countoncoal @realDonaldTrump",-1
"#Montanans Call @GovernorBullock and @jontester today &amp; ask when they plan to take a stand against @realDonaldTrump. I did. #notmypresident",0
"@kurteichenwald @BrookeAChandler Yes, we owe Japan an apology and @realDonaldTrump @IvankaTrump owe the nation an apology. #notmypresident",0
"@NTelevisa_com @realDonaldTrump y los que faltan <ed><U+00A0><U+00BD><ed><U+00B8><U+00A0><U+270A>",0
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",0
"@janboehm @realDonaldTrump The donkey always first as we say in Germany.",1
"@TRUMPMOVEMENTUS @realDonaldTrump 
Steve Forbes has been involved in economy one way or another for years. Needs a chance at Sec Treasury <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>",0
"Couldn't have done better for America. Now give Forbes a chance at Sec of Treasury. <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>@realDonaldTrump… https://t.co/O2lQBGdHQw",3
"I've seen most politicians come &amp;go.America has a chance 2change the leftist direction. S.Forbes has knowledge 4Sec Treas.@realDonaldTrump",0
"If I'm in the Secret Service, today's the day I look <ed><U+00A0><U+00BD><ed><U+00B1><U+0080> in the mirror &amp; say, is @realDonaldTrump worth taking a bullet for? #FuckNo",1
"@realDonaldTrump Can't the Small Bus. Adm. Step up w Business plan prep 4 Small Bus. &amp; the Feds offer negative interest rate loans thru bank",-1
"RT @prairiewindspr: Fuckface Von Clownstick @realDonaldTrump promoting himself after supposedly winning our presidency. What a fucking Narc…",0
"Fuckface Von Clownstick @realDonaldTrump promoting himself after supposedly winning our presidency. What a fucking… https://t.co/3OENdydQBa",1
"@transition2017 @realDonaldTrump Awesome choices!!",1
"@JustinAshol @realDonaldTrump Pray that the same God you thank protects America from Trump better than he protected the Jews from Hitler.",5
"@JustinAshol @realDonaldTrump I had been against both Hillary and Trump before concluding Trump was so dangerous that he had to be stopped.",1
"@JustinAshol @realDonaldTrump You're half right.",1
"@JustinAshol @realDonaldTrump Knowledge, intellect, mental stability, self control, not a Putin puppet traitor or a sexual predator. Sane.",-2
"Just stopping by to watch #MSM implode over President @realDonaldTrump appointments!
Two thumbs up!!
#draintheswamp 
#MAGA",-1
"@politico @realDonaldTrump Whatever works to keep him out. Not one cent to trump and his little gang of haters. #MakeHatePay.",-1
"Oh yes! Hopefully KT McFarland has a good role in the Trump administration! @realDonaldTrump @ktmcfarland @LouDobbs @Varneyco @BreitbartNews",2
"RT @JanWindglows: @realDonaldTrump is a job creator after all LOL https://t.co/eS5NlDhiAS",0
"As i said @CNNPolitics, @realDonaldTrump hates the press but you knew that all ready &amp; besides, doesn't want us to know what he's doing",-1
"@realDonaldTrump is a job creator after all LOL https://t.co/eS5NlDhiAS",0
"Trump needs to get his landing party to Foggy Bottom fast to stop the shredders @realDonaldTrump @MikePenceVP",2
"@TrumpCuck @BenningtonShow things just got real! @realDonaldTrump liked my #trumpcuck tweet!! https://t.co/pexaLvsxWK",4
"@realDonaldTrump Class of 2017 in Conrad MT needs someone to talk at graduation. Can you help us out?",1
"@alanrknight74 @realDonaldTrump a hahaha you actually expect an answer from Glorious Leader?? You are shit on his son's shoe, peasant.",-2
"#Montana call @RyanZinke &amp; tell him you reject him &amp; @realDonaldTrump hateful views. #theresistance https://t.co/Iz7quiDDVT",-2
"@realDonaldTrump  another LIE. Hundreds and still counting.",-1
"@realDonaldTrump you should consider me for #DrugCzar, I have alot of experience and I would be great
If someone can do it anyone can do it",0
"@martinkidston Meanwhile, @realDonaldTrump is working to build pipeline through their land. #Montana #notmypresident",0
"actually some good news - because @realDonaldTrump is elected, @Ford is keeping their plant in Kentucky! #MAGA is already working!",1
"@ThePatriot143 @realDonaldTrump dam good suggestion",1
"@politico @HillaryClinton @realDonaldTrump Do your part with your $$$. #MakeHatePay.",0
"RT @JanWindglows: I always said that we were letting the biggest lobbyist &amp; special interests into the Oval Office with @realDonaldTrump ht…",2
"@Braxo @realDonaldTrump NO it wasn't. #twistedtruth",0
"I always said that we were letting the biggest lobbyist &amp; special interests into the Oval Office with… https://t.co/BR4CcTn0wx",2
"media formula of the #Transition2017 : @realDonaldTrump stirs controversy in his choice of (person) for (position). #msm fear &amp; lothing",-2
"@FozzieMartinez @el_goyo @NeilTurner_ @realDonaldTrump @keksec__org no, but i sold my business in 05 for $3.25 mil. :)",-1
"I think that @realDonaldTrump will be one of the most complacent presidents ever in history, look at him now asking… https://t.co/7cicbX698L",-1
"@realDonaldTrump The plant that was never moving in the first place. An imaginary dragon well slain.",1
"@realDonaldTrump that's a lie",-1
"Notice how @realDonaldTrump is all about walls and towers ? to keep us out, Pink Floyd-Another Brick In The Wall https://t.co/tjCmNIBzM3",0
"I mean really,look what's going on around us &amp; @realDonaldTrump not even lift a finger to stop the hate, to busy setting up $ deals for self",-2
