"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"What's worse, @kanyewest said he would've voted for @realDonaldTrump or didn't vote at all? Neither, it's that media is covering this moron.",FALSE,0,NA,2016-11-18 19:39:29,FALSE,NA,"799698562359562240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SteveBarden",0,FALSE,FALSE,NA,NA
"RT @itsashlyperez: Me: do not tweet that @realDonaldTrump is a turd

Me to me: he is a turd. Tweet it tweet it. https://t.co/9VZ669J7B1",FALSE,0,NA,2016-11-18 19:39:11,FALSE,NA,"799698486677553152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hannahnbyers",128,TRUE,FALSE,NA,NA
"RT @RepMarkTakano: I'm calling on @realDonaldTrump to immediately denounce the comments made by a surrogate regarding Japanese-American Int…",FALSE,0,NA,2016-11-18 19:39:03,FALSE,NA,"799698452657696768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","4nnette_",4209,TRUE,FALSE,NA,NA
"WTF @kanyewest.  You are a woke genius.  What does it mean that you are so wrong abt racism and @realDonaldTrump? #existentialdread",FALSE,0,NA,2016-11-18 19:38:22,FALSE,NA,"799698279927644160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","turkeyandmayo",0,FALSE,FALSE,NA,NA
"RT @RepMarkTakano: I'm calling on @realDonaldTrump to immediately denounce the comments made by a surrogate regarding Japanese-American Int…",FALSE,0,NA,2016-11-18 19:38:07,FALSE,NA,"799698217768259585",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","segenay",4209,TRUE,FALSE,NA,NA
"RT @HiIIeryClinton: @SenWarren @MittRomney @realDonaldTrump https://t.co/lHjGmRihva",FALSE,0,NA,2016-11-18 19:38:05,FALSE,NA,"799698208666501120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BarefootChris46",37,TRUE,FALSE,NA,NA
"hey @kanyewest George bush doesn't care about black people but neither does @realDonaldTrump",FALSE,0,NA,2016-11-18 19:37:59,FALSE,NA,"799698182573694976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carsonfrae",0,FALSE,FALSE,NA,NA
"RT @dckolarik: @MickJagger HELL YEAH!!!!!!!   @realDonaldTrump SHOULD ASK YOU!!!!  THAT WOULD BE AWESOME!  #USA LOVES JAGGER!  #PresidentTR…",FALSE,0,NA,2016-11-18 19:37:53,FALSE,NA,"799698158339002368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BBalings",5,TRUE,FALSE,NA,NA
"RT @TheWrap: .@KanyeWest Praises @realDonaldTrump 'Genius' Presidential Campaign: 'It F---ing Worked' https://t.co/LYs6Psx27i https://t.co/…",FALSE,0,NA,2016-11-18 19:37:51,FALSE,NA,"799698151535943680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jsmith11186291",4,TRUE,FALSE,NA,NA
"@realDonaldTrump taking credit 4 something he had nothing 2 do w/ - the auto union did the wk actually. @Ford stati… https://t.co/UAvCAvqwCc",FALSE,1,"realDonaldTrump",2016-11-18 19:37:43,TRUE,NA,"799698119109640192","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BauervanStraten",0,FALSE,FALSE,NA,NA
"RT @Bikers4Trump: Our 45th President @realDonaldTrump is already getting things done even before he is sworn in!
#RETWEET
Donate Now @ http…",FALSE,0,NA,2016-11-18 19:37:42,FALSE,NA,"799698114294779904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chris0u24",115,TRUE,FALSE,NA,NA
"Seems like @realDonaldTrump and the #GOP make a lot of big decisions when @billmaher is on break...",FALSE,0,NA,2016-11-18 19:37:36,FALSE,NA,"799698089946673152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nba_dude1",0,FALSE,FALSE,NA,NA
"@SenWarren @MittRomney @realDonaldTrump Seriously. Guess he couldn't find a 10 for his cabinet to harass.",FALSE,0,"SenWarren",2016-11-18 19:37:30,FALSE,"799632324916838400","799698062788546560","970207298","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ahopeweiner",0,FALSE,FALSE,NA,NA
"RT @HiIIeryClinton: @SenWarren @MittRomney @realDonaldTrump https://t.co/JNPcIpKUJJ",FALSE,0,NA,2016-11-18 19:37:23,FALSE,NA,"799698034552541184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Gloomy300",38,TRUE,FALSE,NA,NA
"RT @Bikers4Trump: Our 45th President @realDonaldTrump is already getting things done even before he is sworn in!
#RETWEET
Donate Now @ http…",FALSE,0,NA,2016-11-18 19:37:17,FALSE,NA,"799698006719295488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GeorgeHarvey019",115,TRUE,FALSE,NA,NA
"RT @Bikers4Trump: Our 45th President @realDonaldTrump is already getting things done even before he is sworn in!
#RETWEET
Donate Now @ http…",FALSE,0,NA,2016-11-18 19:37:16,FALSE,NA,"799698002734710784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stk6678",115,TRUE,FALSE,NA,NA
"@FoxNews @johnlegend @realDonaldTrump haven't read them &amp; I don't give a fuck what John Legend has to say.",FALSE,0,"FoxNews",2016-11-18 19:37:13,FALSE,"799644381846315008","799697991959330816","1367531","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","vonhonderwitz",0,FALSE,FALSE,NA,NA
"Dear gentlemen, 

1960's want their country back!

@jeffsessions
@realDonaldTrump
@DrDavidDuke

#MAGA #AmericaFirst… https://t.co/vzLSC0M7tc",FALSE,0,NA,2016-11-18 19:36:48,TRUE,NA,"799697884832759809",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shapeshiftersLA",0,FALSE,FALSE,NA,NA
"Oh WOW! @realDonaldTrump do you think when God created your lips, they were made for lying ? It must be painful to be you. #NotMyPresident",FALSE,0,"realDonaldTrump",2016-11-18 19:36:02,FALSE,"799435824622252032","799697695115866112","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cjthefineartist",0,FALSE,FALSE,NA,NA
"@realDonaldTrump @mike_pence @KellyannePolls #MakeAmericaGreatAgain with @MUberMoves",FALSE,0,"realDonaldTrump",2016-11-18 19:35:58,FALSE,NA,"799697677394931712","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MUberMoves",0,FALSE,FALSE,NA,NA
"RT @Andromodid: Take the BLINDERS OFF! PRESIDENT TRUMP will be the BEST PRESIDENT EVER! EMBRACE HIM! @realDonaldTrump @LorenceHud @Carolde…",FALSE,0,NA,2016-11-18 19:35:47,FALSE,NA,"799697629101912064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DanaLGrace",19,TRUE,FALSE,NA,NA
