"text","score"
"RT @joshgremillion: Congratulations @SenatorSessions on being selected as our Attorney General. @realDonaldTrump made an excellent choice.…",2
"RT @joshgremillion: Congratulations @SenatorSessions on being selected as our Attorney General. @realDonaldTrump made an excellent choice.…",2
"RT @joshgremillion: Congratulations @SenatorSessions on being selected as our Attorney General. @realDonaldTrump made an excellent choice.…",2
"RT @2ALAW: Retweet If You Believe @CNN Doesn't Tell The Truth

@AnnCoulter 
@realDonaldTrump 
#Viral https://t.co/YCAysaLaXY",0
"RT @airborne870724: @realDonaldTrump His Rule of Law is coming! https://t.co/sPBAsxlDjM",0
"RT @joshgremillion: Congratulations @SenatorSessions on being selected as our Attorney General. @realDonaldTrump made an excellent choice.…",2
"RT @airborne870724: @realDonaldTrump His Rule of Law is coming! https://t.co/sPBAsxlDjM",0
"RT @joshgremillion: Congratulations @SenatorSessions on being selected as our Attorney General. @realDonaldTrump made an excellent choice.…",2
"RT @airborne870724: Look at how much the ""Sanctuary Cities"" will lose once @realDonaldTrump Comes in! https://t.co/i2QgHuxCkN",-1
"RT @joshgremillion: Congratulations @SenatorSessions on being selected as our Attorney General. @realDonaldTrump made an excellent choice.…",2
"@RepubGrlProbs Uh, actually I'm pretty sure @POTUS has been fantastic in welcoming @realDonaldTrump. Divisive statements like this help zero",5
"RT @2ALAW: Retweet If You Believe @CNN Doesn't Tell The Truth

@AnnCoulter 
@realDonaldTrump 
#Viral https://t.co/YCAysaLaXY",0
"@realkyndr @PrisonPlanet Go cry some place else! Please move to Canada or Mexico! Wait and see how fast @realDonaldTrump gets us going!",0
"@realDonaldTrump @FoxNews @HarveyLevinTMZ My recorder is set!",0
"RT @airborne870724: @realDonaldTrump His Rule of Law is coming! https://t.co/sPBAsxlDjM",0
"@realDonaldTrump just got off conf call w Guy Lombardo and Divk Clark. Confirms ball will drop in NYC this New Year's Eve. #thank-you-don",3
"RT @airborne870724: Look at how much the ""Sanctuary Cities"" will lose once @realDonaldTrump Comes in! https://t.co/i2QgHuxCkN",-1
"RT @2ALAW: Retweet If You Believe @CNN Doesn't Tell The Truth

@AnnCoulter 
@realDonaldTrump 
#Viral https://t.co/YCAysaLaXY",0
"@realDonaldTrump .....
Get real. Don't get credit. Be humble",2
"RT @airborne870724: Look at how much the ""Sanctuary Cities"" will lose once @realDonaldTrump Comes in! https://t.co/i2QgHuxCkN",-1
"@Don_Chrys7 Thomistic Sharia HT @troll_lege CC @RealDonaldTrump",0
"RT @airborne870724: Look at how much the ""Sanctuary Cities"" will lose once @realDonaldTrump Comes in! https://t.co/i2QgHuxCkN",-1
"@SenSanders @realDonaldTrump u fucked up Bernie...now Trump will ruin us all",0
"I wish @realDonaldTrump would just go ahead and appoint well-known members of the KKK and be done with it. Knowledge is power! #DonaldTrump",2
