"text","score"
"@realDonaldTrump, you are the one who talked about databases AND MORE! https://t.co/lQhEXimRMJ",0
"RT @jmkler: .This just proves that @realDonaldTrump can't take criticism of any kind.  First get rid of the press and then no protesting.…",2
"@gofundme @SenSanders @realDonaldTrump @TheEllenShow @garthbrooks",0
"@gofundme @SenSanders @realDonaldTrump @TheEllenShow",0
"@less_tx @realDonaldTrump @SenTedCruz Damn auto correct. YES #SCOTUS",0
"@realDonaldTrump @nytimes Donald you have millions in the Trump Army, as a matter of fact you are the Republican Party, boycott NYT",0
"@notrealpantene @realDonaldTrump The person behind a ""not real"" account calling two real accounts fake. This is why your side lost.",-1
"@brunelldonald @realDonaldTrump @mike_pence 
No one is bigger than God",2
"@SenWarren @realDonaldTrump @SenatorSessions is a true maggot. Running counter to public perception.  #DumpSessions",0
"Trump’s reply to Saudi prince proves “America made the right choice” #MAGA @realDonaldTrump #TrumpTrain #Trump2016  https://t.co/8XNzoI3FLp",3
"@jensstoltenberg @realDonaldTrump did You not spoke about The Krim and the Ukraine with Donald",-1
"@SenSanders @SpeakerRyan @realDonaldTrump @SenWarren https://t.co/RYPYzlwr6J",0
"@Stapskms @Death2RapeGangs @realDonaldTrump @theresa_may  oops. too late.",0
"Oompa loompa oompadie dee, let's trash our planet for more money! @SpeakerRyan @GOP @realDonaldTrump @HouseGOP… https://t.co/SfcxCiR7Cp",-1
"@realDonaldTrump @FoxNews @HarveyLevinTMZ zzzzzzzzzzzzzz",0
"RT @jmkler: .This just proves that @realDonaldTrump can't take criticism of any kind.  First get rid of the press and then no protesting.…",2
"Want 2 work 4 @realdonaldtrump ? Heres job app link (please share) but also know, they had 50k apps 4 4k jobs Thurs: https://t.co/FCL4r8lo9D",1
"@realDonaldTrump @FoxNews @HarveyLevinTMZ I want 2 watch! <ed><U+00A0><U+00BD><ed><U+00B9><U+008B><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>",0
"RT @SamirAllioui: Dear @realDonaldTrump , thank you for making my EUR worth more, and USD products and services less! :D",3
"RT @courierjournal: .@Ford corrects @realDonaldTrump on Louisville plans https://t.co/4GaMcyFwGE",0
"@realDonaldTrump Call the press out for their lying reporting-NOONE believes them! So happy you are my 45th President!",0
"@BarryHingley @KeithOlbermann @TheHopsbride @realDonaldTrump @MotherJones No kidding!",0
"@realDonaldTrump  How can you want Mitt Romney  on your team.. Help us understand Please.  I'm  all for you 100%,but we need to know why?",0
"He does not deserve a position in @realDonaldTrump administration. @newtgingrich for Sec. State. https://t.co/rGco9VeJTd",-1
"RT @Catlady628: @KeithOlbermann @TheHopsbride @realDonaldTrump @MotherJones Rules don't apply to the Orange Turd &amp; the tv press will let hi…",0
"RT @doctoralchemy1: Which situation is more worse ??? @realDonaldTrump @DCComics #PresidentOfTheUnitedStates #WhiteHouse #Election2016 @aka…",-1
"@Amer1canBorn @Rosie @realDonaldTrump I will fight till i cant anymore to ensure my Family &amp; all in the U.S. are treated the same.",0
"@realDonaldTrump Fuck @MittRomney I hope you know what your doing. He is scum. He is the swamp. Please rethink. #nevermitt",-4
"#fakenews story from @realDonaldTrump about ford not moving to mexico. My rl friend at @Ford confirmed they never had planned to move.",-1
"RT @jmkler: .This just proves that @realDonaldTrump can't take criticism of any kind.  First get rid of the press and then no protesting.…",2
"When @cnn gonna stop throwin shade on my boy @realDonaldTrump it be worse that before the election  #FlashbackFriday #followfriday #woke",-1
"@realDonaldTrump @SenatorSessions ARE YOU FUCKING HIGH??? Biggest POS from the biggest POS state as USAG?? Fuck you and your cabinet!",-4
"@rtoberl @realDennisLynch He is white, fans that like rap hates President DonaldTrump,@Trump_Commander ,@realDonaldTrump",1
