"text","score"
"@bullcook11 @realDonaldTrump what did she say?",0
"RT @DonaldT4Prez: If @realDonaldTrump wants to know how his most loyal supporters would react to a Secretary of State Mitt Romney, just loo…",2
"@greengoddess892 @realDonaldTrump lol",0
"RT @DonaldT4Prez: Mitt Romney is now BEGGING @realDonaldTrump for a job in his administration after calling Trump a racist for a year and a…",-1
"RT @DonaldT4Prez: Mitt Romney is now BEGGING @realDonaldTrump for a job in his administration after calling Trump a racist for a year and a…",-1
"RT @DonaldT4Prez: The only person who actually knows who @realDonaldTrump will appoint is Donald Trump. So shut the hell up media

Mitt Rom…",0
"RT @DonaldT4Prez: Mitt Romney is now BEGGING @realDonaldTrump for a job in his administration after calling Trump a racist for a year and a…",-1
"@realDonaldTrump release your tax returns and reveal your true business dealings. as our next president you owe Americans that much.",0
"RT @DonaldT4Prez: Mitt Romney is now BEGGING @realDonaldTrump for a job in his administration after calling Trump a racist for a year and a…",-1
"RT @DonaldT4Prez: Mitt Romney is now BEGGING @realDonaldTrump for a job in his administration after calling Trump a racist for a year and a…",-1
"@Creejz @realDonaldTrump does for the wall",0
"RT @DonaldT4Prez: Mitt Romney is now BEGGING @realDonaldTrump for a job in his administration after calling Trump a racist for a year and a…",-1
"RT @DonaldT4Prez: The only person who actually knows who @realDonaldTrump will appoint is Donald Trump. So shut the hell up media

Mitt Rom…",0
"RT @DonaldT4Prez: @realDonaldTrump this Mitt Romney story is nothing but another media hoax. Don't even give it life people!",-3
"RT @DonaldT4Prez: Mitt Romney did everything he possibly could to bring down @realDonaldTrump in the primaries. Shouldn't be considered for…",-1
"RT @DonaldT4Prez: Mitt Romney is now BEGGING @realDonaldTrump for a job in his administration after calling Trump a racist for a year and a…",-1
"RT @DonaldT4Prez: Mitt Romney is now BEGGING @realDonaldTrump for a job in his administration after calling Trump a racist for a year and a…",-1
"RT @Luke1732Mullen: @Daniel_Scott @ScottAdamsSays interesting @HarvardHBS article on @realDonaldTrump base https://t.co/h61GojrYa8",1
"RT @nfergus: A reminder of @realDonaldTrump's very important August 15 speech against radical Islam and his commitment to support ""Muslim r…",2
"RT @DonaldT4Prez: The only person who actually knows who @realDonaldTrump will appoint is Donald Trump. So shut the hell up media

Mitt Rom…",0
"RT @DonaldT4Prez: I have confidence in @realDonaldTrump - he knows, if the media is praising a candidate, that candidate is NOT right for t…",2
"I have confidence in @realDonaldTrump - he knows, if the media is praising a candidate, that candidate is NOT right for the job

Mitt Romney",2
"RT @CultureShlock: Before applying it to Syrian refugees, maybe @realDonaldTrump should try ""extreme vetting"" on his prospective cabinet me…",0
"RT @DonaldT4Prez: The only person who actually knows who @realDonaldTrump will appoint is Donald Trump. So shut the hell up media

Mitt Rom…",0
"RT @DonaldT4Prez: The only person who actually knows who @realDonaldTrump will appoint is Donald Trump. So shut the hell up media

Mitt Rom…",0
"RT @DonaldT4Prez: Mitt Romney is now BEGGING @realDonaldTrump for a job in his administration after calling Trump a racist for a year and a…",-1
"RT @DonaldT4Prez: Mitt Romney did everything he possibly could to bring down @realDonaldTrump in the primaries. Shouldn't be considered for…",-1
"If @realDonaldTrump wants to know how his most loyal supporters would react to a Secretary of State Mitt Romney, just look at Twitter...",2
