"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @realAngeloGomez: It was an honor to intern for @realDonaldTrump I am going to miss these days.@transition2017 On to #MAGA https://t.co/…",FALSE,0,NA,2016-11-18 02:06:26,FALSE,NA,"799433553104797697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yosemite1982",189,TRUE,FALSE,NA,NA
"RT @realAngeloGomez: It was an honor to intern for @realDonaldTrump I am going to miss these days.@transition2017 On to #MAGA https://t.co/…",FALSE,0,NA,2016-11-18 01:34:46,FALSE,NA,"799425583398653953",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Anon13Voice",189,TRUE,FALSE,NA,NA
"RT @realAngeloGomez: It was an honor to intern for @realDonaldTrump I am going to miss these days.@transition2017 On to #MAGA https://t.co/…",FALSE,0,NA,2016-11-18 01:23:08,FALSE,NA,"799422655883575297",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KLING0618",189,TRUE,FALSE,NA,NA
"Where can I get in line for a senior job that doesn't require a lifetime of experience, bonafides, &amp; ethics. Any advice, @realDonaldTrump?",FALSE,4,NA,2016-11-18 01:22:46,FALSE,NA,"799422564191698944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rmacpherson",1,FALSE,FALSE,NA,NA
"RT @realAngeloGomez: It was an honor to intern for @realDonaldTrump I am going to miss these days.@transition2017 On to #MAGA https://t.co/…",FALSE,0,NA,2016-11-18 01:19:44,FALSE,NA,"799421800610463744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","derikthin",189,TRUE,FALSE,NA,NA
"RT @realAngeloGomez: It was an honor to intern for @realDonaldTrump I am going to miss these days.@transition2017 On to #MAGA https://t.co/…",FALSE,0,NA,2016-11-18 01:08:07,FALSE,NA,"799418877990096901",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DeerParkLady",189,TRUE,FALSE,NA,NA
"@realDonaldTrump @daveweigel @MacMiller  Tweeting oldies but goodies from President #Chump.",FALSE,0,"realDonaldTrump",2016-11-18 00:58:40,FALSE,"309346134600601601","799416498850648064","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","longislandtonv",0,FALSE,FALSE,NA,NA
"@seanhannity @realDonaldTrump The Liberals wanted a young,black (even tho he is half white)president. He was a fresh face compared 2 HiLIARy",FALSE,0,"seanhannity",2016-11-18 00:57:52,FALSE,"799099243462094848","799416298320998400","41634520","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AJ29193192",0,FALSE,FALSE,NA,NA
"RT @realAngeloGomez: It was an honor to intern for @realDonaldTrump I am going to miss these days.@transition2017 On to #MAGA https://t.co/…",FALSE,0,NA,2016-11-18 00:55:40,FALSE,NA,"799415743381016576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","katikahazi",189,TRUE,FALSE,NA,NA
"Wonder if @realdonaldtrump watches @ABCDesignated. That's life of a President. Maybe even worse",FALSE,0,NA,2016-11-18 00:42:17,FALSE,NA,"799412376751587328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carigastwirth",0,FALSE,FALSE,NA,NA
"RT @realAngeloGomez: It was an honor to intern for @realDonaldTrump I am going to miss these days.@transition2017 On to #MAGA https://t.co/…",FALSE,0,NA,2016-11-18 00:36:36,FALSE,NA,"799410945734782976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nancylca",189,TRUE,FALSE,NA,NA
"@realDonaldTrump @nytimes you are going to be a great president. Media and haters needs to stop and realize you are going to #MAGA",FALSE,0,"realDonaldTrump",2016-11-18 00:33:36,FALSE,"798864532433211392","799410192794329088","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mariedrake29",0,FALSE,FALSE,NA,NA
"RT @realAngeloGomez: It was an honor to intern for @realDonaldTrump I am going to miss these days.@transition2017 On to #MAGA https://t.co/…",FALSE,0,NA,2016-11-18 00:26:58,FALSE,NA,"799408520483344384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cane_hendey",189,TRUE,FALSE,NA,NA
"FU <ed><U+00A0><U+00BD><ed><U+00B6><U+0095> Steve Bannon and @realDonaldTrump. #AltRight 
https://t.co/iNBSHYxxmO",FALSE,2,NA,2016-11-18 00:22:09,FALSE,NA,"799407311311683586",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nomadman",0,FALSE,FALSE,NA,NA
"@realDonaldTrump don't pay attention to the libs and haters. Your a great person and so is your family. #PresidentElectTrump",FALSE,0,"realDonaldTrump",2016-11-18 00:22:01,FALSE,"798850338384023552","799407276184322048","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mariedrake29",0,FALSE,FALSE,NA,NA
"RT @realAngeloGomez: It was an honor to intern for @realDonaldTrump I am going to miss these days.@transition2017 On to #MAGA https://t.co/…",FALSE,0,NA,2016-11-18 00:21:13,FALSE,NA,"799407076162359296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LauraLeeWaters1",189,TRUE,FALSE,NA,NA
"RT @realAngeloGomez: I decided as a student, a Hispanic, and an American to support @realDonaldTrump:a leader, a father, and a unifier. htt…",FALSE,0,NA,2016-11-18 00:12:41,FALSE,NA,"799404926073905152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FishAhlmiolivia",4757,TRUE,FALSE,NA,NA
"RT @realAngeloGomez: It was an honor to intern for @realDonaldTrump I am going to miss these days.@transition2017 On to #MAGA https://t.co/…",FALSE,0,NA,2016-11-17 23:58:47,FALSE,NA,"799401430540898304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sunshinedodge",189,TRUE,FALSE,NA,NA
"@amjoyshow this is heartbreaking, @realDonaldTrump caused damage to our country.  https://t.co/3JU7u0YXtd",FALSE,0,"amjoyshow",2016-11-17 23:40:01,FALSE,NA,"799396706672463872","731132367058968576","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lisaboike",0,FALSE,FALSE,NA,NA
"@BreitbartNews Why does #CrookedHillary need a pardon if she was cleared by the FBI? AnnCoulter @realDonaldTrump @altrightch @_AltRight_Anew",FALSE,0,"BreitbartNews",2016-11-17 23:33:41,FALSE,"799387642387427328","799395114422390785","457984599","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","trojancowboy",0,FALSE,FALSE,NA,NA
"RT @realAngeloGomez: It was an honor to intern for @realDonaldTrump I am going to miss these days.@transition2017 On to #MAGA https://t.co/…",FALSE,0,NA,2016-11-17 22:43:17,FALSE,NA,"799382429895102465",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lfaulkner4441",189,TRUE,FALSE,NA,NA
"RT @TeaPartyNevada: #POTUS45 and the #FirstLadyToBe #PresidentElect @realDonaldTrump at #Inauguration location. 68 days to go! @NJMIPO http…",FALSE,0,NA,2016-11-17 22:33:01,FALSE,NA,"799379846526709760",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","eastwood114",19,TRUE,FALSE,NA,NA
"@donlemon @CNN @seanhannity @realDonaldTrump how dare u assume this will happen what did dems do to JFK you all salivated with LBJ don nuts",FALSE,0,"Addy121907",2016-11-17 22:20:00,FALSE,"799376294949494784","799376568539697152","736357094614401025","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Addy121907",0,FALSE,FALSE,NA,NA
"@donlemon @CNN @seanhannity @realDonaldTrump u f a sick nut showing Reagan ass on tv you been brainwashing these baby socialist for years",FALSE,0,"donlemon",2016-11-17 22:18:55,FALSE,NA,"799376294949494784","16051471","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Addy121907",0,FALSE,FALSE,NA,NA
