"text","score"
"RT @majorgadowney: @realDonaldTrump You conspired with Russia to steal our election and should be prosecuted for high treason. #TraitorTrum…",-1
"@realDonaldTrump Now we know when DJT said ""drain the swamp"" it meant hire all the old time RNC politicians.",-2
"@robles_jdaniel @realDonaldTrump @tomphilpott Even @Pontifex listened to pro GMO ""science"" tools before he consolidated his anti GMO view.",0
"@robles_jdaniel @realDonaldTrump @tomphilpott I thought Donald seriously opposed GMOs.  I wonder who suggested this guy to dear Donald.",2
"@realDonaldTrump excellent to include your once ferocious enemies Romney &amp; Cruz in your government. They'll no longer pay protestors. Smart!",1
"@realDonaldTrump think about Jonathan Turkey constitutional Law expert watch him today. He sounds smart..",1
"@SenSanders @realDonaldTrump I gotta say, sounds like sending Hitler a strongly worded letter.",1
"Will biology out trump @realDonaldTrump ? A travesty to have those blind catfish crossing the border undetected. Ne… https://t.co/fm9A8OeeVs",-1
"RT @majorgadowney: @realDonaldTrump You conspired with Russia to steal our election and should be prosecuted for high treason. #TraitorTrum…",-1
"I'm defending our environment from @realDonaldTrump. Join me and become a monthly donor to @NRDC: https://t.co/RMRDZ0HF6B",0
"RT @Ranklediff: Obama: ""I think I've done a pretty good job."" 
Didn't Stan tell Ollie something like that? @realDonaldTrump #MAGA https://t…",3
"Obama poses for his White House portrait: @realDonaldTrump #DrainTheSwamp https://t.co/uOujIz75At",0
"Obama: ""I think I've done a pretty good job."" 
Didn't Stan tell Ollie something like that? @realDonaldTrump #MAGA https://t.co/uPD0tdWmzO",3
"RT @wkamaubell: I'll just leave this right here....

The 282 People, Places &amp; Things @realDonaldTrump Has Insulted on Twitter

https://t.co…",1
"Is anyone reading @realDonaldTrump twitter feed right now?  Again, it's like we're reading a kindergartener's view of how things work",3
"I guess 8 years wiped your memory of GOP voters lynching statues of Obama in 2008. @khv321 @bayes46 @HillaryClinton @realDonaldTrump",0
"@realDonaldTrump 24 Underreported Democrat Scandals That Make News Media's 'Bridgegate Mania' Look Like a Joke https://t.co/oYwA9NGOGO",-2
"@RonanFarrow @SenWarren @realDonaldTrump I'm putting my scooby skills to back Pocahontas !!!!",0
"@realDonaldTrump Romney would be a decent choice. Fire Bannon, an anti-Semite and a racist.",0
