"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@realDonaldTrump can we send you to Mexico?",FALSE,3,"realDonaldTrump",2016-11-18 02:02:22,FALSE,"799432403727028224","799432528968949760","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jim72182",0,FALSE,FALSE,NA,NA
"@realDonaldTrump dad",FALSE,0,"realDonaldTrump",2016-11-18 02:02:13,FALSE,"799432403727028224","799432491748773890","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShayneKeaney",0,FALSE,FALSE,NA,NA
"RT @scottisbell_: Hey #TrumpTrain PLS FOLLOW my dude @mflynnJR -son of General Flynn.  Michael is a huge @realDonaldTrump supporter. #Trump…",FALSE,0,NA,2016-11-18 02:02:05,FALSE,NA,"799432460425494528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harry_kindred",95,TRUE,FALSE,NA,NA
"RT @scottisbell_: Hey #TrumpTrain PLS FOLLOW my dude @mflynnJR -son of General Flynn.  Michael is a huge @realDonaldTrump supporter. #Trump…",FALSE,0,NA,2016-11-18 02:01:21,FALSE,NA,"799432275175817217",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","mauricefontai19",95,TRUE,FALSE,NA,NA
"RT @scottisbell_: Hey #TrumpTrain PLS FOLLOW my dude @mflynnJR -son of General Flynn.  Michael is a huge @realDonaldTrump supporter. #Trump…",FALSE,0,NA,2016-11-18 02:01:17,FALSE,NA,"799432259132592128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kessmom22",95,TRUE,FALSE,NA,NA
"RT @scottisbell_: Hey #TrumpTrain PLS FOLLOW my dude @mflynnJR -son of General Flynn.  Michael is a huge @realDonaldTrump supporter. #Trump…",FALSE,0,NA,2016-11-18 02:00:52,FALSE,NA,"799432151242604544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SpecialKMB1969",95,TRUE,FALSE,NA,NA
"@realDonaldTrump swimsuit competition too?",FALSE,0,"realDonaldTrump",2016-11-18 02:00:10,FALSE,"799232214793760768","799431977665490945","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","helenpremium",0,FALSE,FALSE,NA,NA
"@SenWarren @MatherDf15eagle @realDonaldTrump How can this be a viable election?? It's been influenced by Russia,Fake News,Comey, fake emails",FALSE,1,"SenWarren",2016-11-18 01:59:36,FALSE,"799315221361868804","799431835230973952","970207298","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saraturner19",0,FALSE,FALSE,NA,NA
"RT @Kilgore_Studge: @CarlHigbie @megynkelly @realDonaldTrump Have you guys already been measured for your brownshirts and jackboots?",FALSE,0,NA,2016-11-18 01:58:00,FALSE,NA,"799431429113266176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PrinceReebusRNC",1,TRUE,FALSE,NA,NA
"RT @Aszabla: Fixed your painting for you @seanhannity @realDonaldTrump https://t.co/FmGWY8Ui5b",FALSE,0,NA,2016-11-18 01:55:49,FALSE,NA,"799430882805346304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LonerDreamer",1,TRUE,FALSE,NA,NA
