"text","score"
"@realDonaldTrump Congrat! A plant that was never moving to Mexico is not moving to Mexico. The press is not going to ignore your lies now.",-4
"CLIMATE CHANGE WAS CREATED BY THE CHINESE - @realDonaldTrump https://t.co/HUcbjkx4m8",1
"RT @HillBuzz: Next up, @realDonaldTrump needs to go after @DisneyParks Disney needs to get slapped with huge fines for firing US workers an…",0
"RT @SheriffClarke: I have had many achievements in life but none more satisfying than helping @realDonaldTrump become the 45th President of…",1
"RT @SheriffClarke: I have had many achievements in life but none more satisfying than helping @realDonaldTrump become the 45th President of…",1
"RT @WI4Palin: 500,000 popular vote - about 8 million dead or illegals voting = @realDonaldTrump wins popular by   7.5 Million #DoTheMath &amp;…",3
"RT @Kotcha301: @realDonaldTrump ur an Amazing man! #MAGA https://t.co/xTILdnYui8",3
"An issue @realDonaldTrump should address ASAP is his plan to attack massive student loan bubble. Key issue for millennials. #Trump #PEOTUS",-1
"@c_hammett #DonaldTrump @realDonaldTrump I never knew. Lol",0
"@realDonaldTrump  https://t.co/gawOeTgrRv",0
"ROUND THEM UP !! THEY ARE NOT HERE TO BE AMERICANS ,THERE HERE TO TAKE OUR LAND !! @realDonaldTrump @FoxNews... https://t.co/y7UTWxuYTG",-1
"RT @SheriffClarke: To Black America both those who supported @realDonaldTrump &amp; those who did not; help is on the way. Leave that Democrat…",1
"Retweeted Donald J. Trump (@realDonaldTrump):

Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be k…",2
"RT @CreatveMonster: @realDonaldTrump Look at that! You're not even President yet and you've already done more for the country than Obama.",-1
"@realDonaldTrump that what he told u? He credit U for  $1.3 B investment made in 2015 too. Did he tell u U r pretty? https://t.co/u8cTM9sF9v",1
"@JenniferPalmen2 @realDonaldTrump <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>",0
"RT @HillBuzz: #WINNING Ford Motor Company is backing off moving to Mexico. All because of @realDonaldTrump threatening to slap them with 35…",-1
"ROUND THEM UP !! THEY ARE NOT HERE TO BE AMERICANS ,THERE HERE TO TAKE OUR LAND !! @realDonaldTrump @FoxNews… https://t.co/VcYPrppaEv",-1
"RT @HillBuzz: Next up, @realDonaldTrump needs to go after @DisneyParks Disney needs to get slapped with huge fines for firing US workers an…",0
"RT @SheriffClarke: I have had many achievements in life but none more satisfying than helping @realDonaldTrump become the 45th President of…",1
"RT @SheriffClarke: I have had many achievements in life but none more satisfying than helping @realDonaldTrump become the 45th President of…",1
"RT @janschakowsky: .@realDonaldTrump Glad to see there's something we agree on, Mr. President-elect. Let's get to work and abolish the Elec…",1
"RT @SheriffClarke: I have had many achievements in life but none more satisfying than helping @realDonaldTrump become the 45th President of…",1
"RT @SheriffClarke: I have had many achievements in life but none more satisfying than helping @realDonaldTrump become the 45th President of…",1
"RT @HillBuzz: #WINNING Ford Motor Company is backing off moving to Mexico. All because of @realDonaldTrump threatening to slap them with 35…",-1
"RT @Kotcha301: @realDonaldTrump ur an Amazing man! #MAGA https://t.co/xTILdnYui8",3
"@Lisa4OR1st @AP @realDonaldTrump And... who told @Google that they are unbiased enough to decide? Remember the Liberal Slanted Search?",2
"RT @SheriffClarke: I have had many achievements in life but none more satisfying than helping @realDonaldTrump become the 45th President of…",1
"RT @SheriffClarke: I have had many achievements in life but none more satisfying than helping @realDonaldTrump become the 45th President of…",1
"RT @HillBuzz: Next up, @realDonaldTrump needs to go after @DisneyParks Disney needs to get slapped with huge fines for firing US workers an…",0
"RT @cowards_are_us: IT'S BEING REPORTED @tedcruz IS INTERESTED IN WORKING 4 @realDonaldTrump DO U THINK HE TOLD HEIDI? CHRISTIAN VALUES - H…",0
"RT @Kotcha301: @realDonaldTrump ur an Amazing man! #MAGA https://t.co/xTILdnYui8",3
"We are never going to talk about anything else if everything @realDonaldTrump does is scrutinized this much",0
"@EveryTrumpDonor @realDonaldTrump no real pillows for me!!",1
"RT @SpeakerRyan: People need to stop underestimating @realDonaldTrump. https://t.co/EyPvoaHav1",0
"RT @FrancUnderW: @realDonaldTrump <ed><U+00A0><U+00BD><ed><U+00B2><U+00A5>HAH reading this tweet and sipping coffee from this LIBERAL TEARS mug <ed><U+00A0><U+00BD><ed><U+00B8><U+0087><ed><U+00A0><U+00BD><ed><U+00B8><U+0087><ed><U+00A0><U+00BD><ed><U+00B8><U+0089> https://t.co/kWm84TlWM8",0
"@realDonaldTrump IS NOT HIRING/APPOINTING EVERYONE HE MEETS WITH!!!! STOP FREAKING OUT!!!! @transition2017",-2
"@realDonaldTrump my god have mercy on your soul you are the wrost human being i ever met",1
"RT @SheriffClarke: I have had many achievements in life but none more satisfying than helping @realDonaldTrump become the 45th President of…",1
"RT @HillBuzz: Next up, @realDonaldTrump needs to go after @DisneyParks Disney needs to get slapped with huge fines for firing US workers an…",0
"Next up, @realDonaldTrump needs to go after @DisneyParks Disney needs to get slapped with huge fines for firing US workers and replace w/HB1",0
"RT @jdwilliams72: Don't believe @TheDemocrats and their lies - @realDonaldTrump wants to #MakeAmericaGreatAgain for ALL Americans! #TrumpNa…",-1
"All because of you @realDonaldTrump https://t.co/zxFDKZsbSE",0
"@realdonaldtrump Great news. Thank you .",2
"RT @FrancUnderW: @realDonaldTrump <ed><U+00A0><U+00BD><ed><U+00B2><U+00A5>OH MY!! reading this tweet &amp; sipping coffee from my LIBERAL TEARS mug <ed><U+00A0><U+00BD><ed><U+00B8><U+0087><ed><U+00A0><U+00BD><ed><U+00B8><U+0087><ed><U+00A0><U+00BD><ed><U+00B8><U+0089> mmmmm https://t.co/kWm84TlWM8",0
"RT @HillBuzz: #WINNING Ford Motor Company is backing off moving to Mexico. All because of @realDonaldTrump threatening to slap them with 35…",-1
"@BrattyLucie @realDonaldTrump <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>...Let's change that!",0
"@realDonaldTrump Smart man!!",1
"RT @Kotcha301: @realDonaldTrump ur an Amazing man! #MAGA https://t.co/xTILdnYui8",3
"#WINNING Ford Motor Company is backing off moving to Mexico. All because of @realDonaldTrump threatening to slap th… https://t.co/fmFakD9nts",-1
"Retweeted Dan Scavino Jr. (@DanScavino):

#PEOTUS @realDonaldTrump already creating great friendships with world... https://t.co/BY6TChxzXC",1
"RT @Kotcha301: @realDonaldTrump ur an Amazing man! #MAGA https://t.co/xTILdnYui8",3
"RT @gentlemanirish: @casetwin @moekamerow @seanhannity @brianstelter @realDonaldTrump @nowthised @CNN There Are A Whole Bunch More Need To…",0
