"text","score"
"@realDonaldTrump can we send you to Mexico?",0
"@realDonaldTrump dad",0
"RT @scottisbell_: Hey #TrumpTrain PLS FOLLOW my dude @mflynnJR -son of General Flynn.  Michael is a huge @realDonaldTrump supporter. #Trump…",2
"RT @scottisbell_: Hey #TrumpTrain PLS FOLLOW my dude @mflynnJR -son of General Flynn.  Michael is a huge @realDonaldTrump supporter. #Trump…",2
"RT @scottisbell_: Hey #TrumpTrain PLS FOLLOW my dude @mflynnJR -son of General Flynn.  Michael is a huge @realDonaldTrump supporter. #Trump…",2
"RT @scottisbell_: Hey #TrumpTrain PLS FOLLOW my dude @mflynnJR -son of General Flynn.  Michael is a huge @realDonaldTrump supporter. #Trump…",2
"@realDonaldTrump swimsuit competition too?",0
"@SenWarren @MatherDf15eagle @realDonaldTrump How can this be a viable election?? It's been influenced by Russia,Fake News,Comey, fake emails",-1
"RT @Kilgore_Studge: @CarlHigbie @megynkelly @realDonaldTrump Have you guys already been measured for your brownshirts and jackboots?",0
"RT @Aszabla: Fixed your painting for you @seanhannity @realDonaldTrump https://t.co/FmGWY8Ui5b",0
"Fixed your painting for you @seanhannity @realDonaldTrump https://t.co/FmGWY8Ui5b",0
"RT @saraeparr: Tell @realDonaldTrump: condemn all acts of bigotry and intimidation against children. Visit https://t.co/JNXr8NNEBi #StandUp…",-3
"RT @ECCDeplorable: I hope &amp; pray Bannon &amp; @realDonaldTrump nail #LyingLiberals w/MASSIVE defamation of character &amp; libel suits
Bankrupt em…",0
"Keiser Report: Trumponomics (E993) https://t.co/mSFnXRVkeg via @YouTube @realDonaldTrump #Trump",1
"@YahooTV @realDonaldTrump liberals will hate you for saying what they can't accept. That's what they do. Preach peace then attack",-1
"@mitchellreports @newt @realDonaldTrump @MayorRGiuliani @MittRomney @secstate ugh https://t.co/QEbaVYot4a",-1
"@PatriotCzar @realDonaldTrump @NH92276 got it so you voted for Steve bannon, Christie, newt and the trump kids as president. Cool logic bro",3
"@politico @realDonaldTrump Too busy for court. But always available for self-promotion. But of course, our media is worthless",-2
"RT @CharlesTersolo: @realDonaldTrump 

It's possible that some protesters didn't vote, Didn'twant Hillary win, but upsetTrump won.
#Inconso…",1
"RT @ajmmontana: @risetoflyy  @richg4021 @realDonaldTrump  https://t.co/YuVhvQHawT Demanding a firing of the Racist libtards.",-1
"#TWD #Negan is like @realDonaldTrump. And the worst part of Negan is his #misogyny.  Fucking moron #libtards. 
https://t.co/YlyCsFZfKh",-4
"RT @ECCDeplorable: @realDonaldTrump PLEASE NO ROMNEY!If Romney goes ANYWHERE near WH I CANT support U again! Its #DrainTheSwamp not invite…",0
"@realDonaldTrump Drop that ass, pick it up, baby make it shake. D.C.'s getting shook up by Donald Trump's assquake.

Damn you're fine.",0
"@realDonaldTrump PLEASE NO ROMNEY!If Romney goes ANYWHERE near WH I CANT support U again! Its #DrainTheSwamp not in… https://t.co/WAcJUFmwEQ",0
"@PatriotCzar @realDonaldTrump @NH92276 so you voted for a far even more corrupt, incompetent, unprepared Donald trump. Cool conscience bro.",-1
"RT @ajmmontana: @risetoflyy  @richg4021 @realDonaldTrump  https://t.co/YuVhvQHawT Demanding a firing of the Racist libtards.",-1
"RT @scottisbell_: Retweet to have @scottisbell_ perform President @realDonaldTrump 's inauguration &amp; inauguration ball! Time to bring #Trum…",0
"@realDonaldTrump You will be a taller Prez by inviting Mitt Romney, an extraordinary individual @MittRomney ! https://t.co/k0CSe21hF0",1
"Great chess move! Trump offers Lt General Flynn national security adviser job https://t.co/hSrpzdBMym via @BostonGlobe @realDonaldTrump",2
"RT @scottisbell_: Hey #TrumpTrain PLS FOLLOW my dude @mflynnJR -son of General Flynn.  Michael is a huge @realDonaldTrump supporter. #Trump…",2
