"text","score"
"@realDonaldTrump Arkansas supported the HECK out of you too... Appreciate U.S. too!",1
"Loved “@realDonaldTrump: Just got a call from my friend Bill Ford,",3
"@realDonaldTrump @Trummp_2016 I hope keep to your promise and be watchful of establishment choices",2
"Congrats to you &amp; the zoomies! I look forward to @realDonaldTrump rebuilding our Armed Forces! https://t.co/kRPgjAz4v5",0
"@wikileaks @Steve_Resler @realDonaldTrump @nytimes #Free #Assange https://t.co/yjNJ6OxscV",1
"@RepMarkTakano @BamaStephen @realDonaldTrump Wisdom is silent sometimes. He sud have practiced it.",2
"@realDonaldTrump your worst for women than a yeast infection. #FakeGynecologist grab them where again? #PutinPuppet",-4
".@johnbrummett writes on who delivered the victory to @realDonaldTrump: https://t.co/BEdpOEYh5Y #ArkDG #ARpx https://t.co/A7WVpweGL6",1
"@PamelaRamseyTa1 Hopefully @realDonaldTrump will give one of those good jobs he's promised.",3
"White folks think its 1956...because @realDonaldTrump won. https://t.co/IifHCGNwAj",1
"@GETSOME45 @risetoflyy @realDonaldTrump Lets pray neither of these two muslim loving, globalists get close to this new administration",2
"@scottienhughes @DiamondandSilk @realDonaldTrump Whoever these women are, they're clearly not smart.",1
"RT @firehype501: @realDonaldTrump nobody can drain the swamp like @TGowdySC !!!#poorswamp",-1
"@realDonaldTrump nobody can drain the swamp like @TGowdySC !!!#poorswamp",-1
"RT @NFIB: What can #smallbiz expect for #taxes from @realDonaldTrump?  https://t.co/VSDCQQVg6y",1
"@johnbrummett @ArkansasOnline I'm aware of only 1 liberal who thought and predicted @realDonaldTrump would win: @MMFlint aka, Michael Moore",1
"@realDonaldTrump   How can you drain the swamp if part of the swamp is given jobs in your administration. What next going to talk to Kasich",-2
"@kristopherjohn @POTUS yeah &amp; I remember when HRC conceded to @realDonaldTrump That's all folks! BTW We need a… https://t.co/UGYWitLGJp",-1
"@VoteTrumpPics @realDonaldTrump @DonaldJTrumpJr @DanScavino @KellyannePolls @AppSame @CarmineZozzora @EricTrump @JVER1 @bfraser747",0
"@realDonaldTrump Trump will find out that the never Trump people will turn on him in a sec they will follow the establishment policy not his",2
"If @realDonaldTrump places @MittRomney in his admin it will show weakness in turn losing the confidence of many of his current supporters …",-1
"@realDonaldTrump Romney? You want people who support your policies and have your back not stab you in the back",-1
"@cathymcmorris @mike_pence @realDonaldTrump make America great again  (white)",1
"RT @LexieLeMae: @ACLU FYI...""WE THE PEOPLE"" of the #DeplorablesForTrump WILL stand BESIDE @realDonaldTrump! Constitution is for ALL LEGAL'S…",0
"RT @LexieLeMae: @ACLU FYI...""WE THE PEOPLE"" of the #DeplorablesForTrump WILL stand BESIDE @realDonaldTrump! Constitution is for ALL LEGAL'S…",0
"RT @LexieLeMae: @WendyPrince2 @Kaladious @amlookout ""WE THE PEOPLE"" WILL stand BESIDE @realDonaldTrump for all LEGAL American RIGHTS! #brin…",0
"@FoxNews @realDonaldTrump who really really cares???",0
"Why are @TheDemocrats giving @BernieSanders, who gave @realDonaldTrump half his talking points against @HillaryClinton, a leadership role?",0
"Apparently suggesting the discord sowed by @SenSanders in @TheDemocrats played a role in @realDonaldTrump winning is a big #nono now.",1
"@WendyPrince2 @Kaladious @amlookout ""WE THE PEOPLE"" WILL stand BESIDE @realDonaldTrump for all LEGAL American RIGHTS! #bringit",0
"@ACLU FYI...""WE THE PEOPLE"" of the #DeplorablesForTrump WILL stand BESIDE @realDonaldTrump! Constitution is for ALL… https://t.co/fyOVLWnh18",0
"RT @nicole_martz: I've decided that every time a minority group that @realDonaldTrump hates does well I'm going to give him a ""in your face…",0
"RT @nicole_martz: @Carla_Denise5 got a 5/5 on a quiz and didn't cry after a test today.

She's Hispanic.

IN YO FACE @realDonaldTrump",0
"@Carla_Denise5 got a 5/5 on a quiz and didn't cry after a test today.

She's Hispanic.

IN YO FACE @realDonaldTrump",0
"I've decided that every time a minority group that @realDonaldTrump hates does well I'm going to give him a ""in your face"" shoutout.",0
