"text","score"
"@realDonaldTrump 3 million illegal votes make Hillary a loser all around......illegal immigrants can't vote, for petes sake",-1
"RT @Carolde: .@realDonaldTrump @LatinaforTrump @kimmie99 @grammy620 @LivNow @StopStopHillary @moniquesourdif https://t.co/LxSci91Ljl",0
"@RyanMaue @realDonaldTrump Well, that's mighty white of him.",2
"RT @Carolde: .@realDonaldTrump @LatinaforTrump @kimmie99 @grammy620 @LivNow @StopStopHillary @moniquesourdif https://t.co/LxSci91Ljl",0
".@realDonaldTrump @LatinaforTrump @kimmie99 @grammy620 @LivNow @StopStopHillary @moniquesourdif https://t.co/LxSci91Ljl",0
"@realDonaldTrump congratulations President Trump",2
"@realDonaldTrump 3000000 illegals voted mostly in calif Hillary did not win the LEGAL popular vote....CHALLENGE THE VOTES!!",1
"@CarlHigbie @megynkelly @realDonaldTrump Yes, we heard YOUR words, they are despicable, glad not all vets, including myself. think like you",1
"@realDonaldTrump prayers!!!",0
"@realDonaldTrump : any chance of you two murdering kids dying soon?",-1
"@GOPPollAnalyst @DanRiehl @realDonaldTrump doubt trump did anything but take he phone call",-1
"@realDonaldTrump : Failing in every lie you made in your campaign.  You are a LIAR AND FAILURE.",-4
"@dileximan @AP @realDonaldTrump as you continue to pledge allegiance to your Fuhrer, the rest of America says, #LockFlynnUp",-1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"@lenardgamergate @AP @realDonaldTrump you Trumpinistas are certainly a classy group, just like your Fuhrer.  #LockFlynnUp",3
"@Ford Did @realDonaldTrump play any role in keeping a plant open in Kentucky?",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"@realDonaldTrump  Do you NOT have anything better to do than TWEET?   #EverAndAlwaysALoser",2
"@realDonaldTrump What?!",0
"@Portland_Ghosts @AP @realDonaldTrump #LockFlynnUp",0
"@F_Giannantonio @AP @realDonaldTrump just pointing out the #Trumpist hypocrisy.   #LockFlynnUp",0
"@allanjfoto @AP @realDonaldTrump obviously you #Trumponistas are too sensitive about this...hit a nerve and knocked off your tinfoil hat.",1
"@realDonaldTrump Their going to find out how to really get things done now!! Bravo President Elect Trump on Ford!",2
"@DebraMMason1 @AP @realDonaldTrump adjust your tinfoil hat.",0
"@realDonaldTrump : ME ME ME ME ME ME. You arrogant piece of shit.",-4
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"@realDonaldTrump but what about the small ecomomy cars? They still going?",-1
"@realDonaldTrump The 2007 shut down of Fords 3.5 diesel by Dems hurt the country energy independence just as much. 3-6L diesel illegal in US",-2
"@realDonaldTrump man l love that state wish still live there",1
"@realDonaldTrump https://t.co/VXsOq14HxJ",0
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"RT @2ADude: @realDonaldTrump well, you did it.",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"@realDonaldTrump well, you did it.",1
"@realDonaldTrump Thanks Prez!!",0
"@JoelCRosenberg @SteveForbesCEO @realDonaldTrump Mr. Trump, don't start begin your term with a recession.",0
"@JoelCRosenberg @SteveForbesCEO @realDonaldTrump Yes, the mistake of 1981-83 and 2001-2002, deferred cuts, weak economy.",-2
"@RebootLukeYT I do?  Problem with that? @realDonaldTrump",-1
"RT @Carolde: #2016ElectionThankYouNotes 
I want to Thank @CNN @MSNBC @FoxNews @NBCNews @CBSNews for UR HELP 
Electing @realDonaldTrump our…",2
"RT @Carolde: .@realDonaldTrump https://t.co/yvrtkwuB2t",0
"@realDonaldTrump <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>",0
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"Dear Mr President Elect @realDonaldTrump would you be so kind as to tell me which side of your mouth the bullshit will be flowing tomorrow?",0
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"@kira_lerner @realDonaldTrump Trump lives in a bubble,doesn't use a computer. Possible he doesn't know Bannon promotes antisemitism.",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"If @realDonaldTrump were to descend into senile dementia and become incontinent, I hope nobody would change his diapers. #TrumpIsComing",0
"@Uncle_Jimbo @realDonaldTrump @YouTube   Is it the 1940's ?",0
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"@FoxNews @KellyannePolls @realDonaldTrump PS U have infectious smile. Find myself smiling every time I see U on air. Go Trump",3
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"@realDonaldTrump why the hell would u consider Romney for secstate?He is moron and has zero quals to serve in cabinet.  Very disappointed.",-3
"@seanhannity @realDonaldTrump Because the Lame Stream Media hates Donald Trump !!!",-1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"@FoxNews @KellyannePolls @realDonaldTrump U R great I &amp; many think of you and R grateful for u and The Donald taking fire TMAGA Gods speed",2
"@kellieForTrump @AP @realDonaldTrump point proven.  #Trumpinistas got #NoClass",2
"@cracked @realDonaldTrump oh yeah and how many millions of dollars are you planning on stealing from the American people ?? We want to know",-2
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"@cracked @realDonaldTrump you are a self serving moron. Hey when are you bring all the jobs back to the US to make your cheap clothing ????",-2
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
".@JimCramer is right. @realDonaldTrump win created optimism in financial markets as with Reagan. Our economy will get moving again. #MAGA",3
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"@kellieForTrump @AP @realDonaldTrump you got a trashy mouth...u fit right in #Trumpmerica.",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"@MistyPassions @AP @realDonaldTrump in #Trumpmerica that would be an irrelevant fact if you wanted to be consistent or coherent.",1
"@FoxNews @krauthammer  @realDonaldTrump screw Mitt Romney, he tried to subvert the will of the American people with that sniveling Cruz",-1
"@wendyp4545 @AP @realDonaldTrump you repeating the same ill-informed tweet doesn't make it or you any less ill-informed.",0
"@LouDobbs @realDonaldTrump  The flaw in in Reaganomics wasn't low taxes it was they were not low enough to prevent congress from spending.",0
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"@kellieForTrump @AP @realDonaldTrump oh geez, your last names #Trump...illegitimate child or ex-wife?",0
"RT @RJSantarelli: @lizsalandar @Exposingfrauds7 start the investigation into @realDonaldTrump #Russian collaboration with General Flynn #Lo…",0
"@stribs @gatita_bonita_s @jimsx50 @realDonaldTrump Most of the people in a prison would vote to get out, yet the guards are still responsibl",0
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"@stribs @realDonaldTrump I believe the adults call it responsibility not a mandate.",-1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"@lizsalandar @Exposingfrauds7 start the investigation into @realDonaldTrump #Russian collaboration with General Flynn #LockFlynnUp",0
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"@freeze_robert @galerobinson16 @rejialex7 @GaetaSusan @realDonaldTrump <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A0><ed><U+00A0><U+00BD><ed><U+00B8><U+00B2><ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+0094><ed><U+00A0><U+00BD><ed><U+00B8><U+00AC>",0
"@truckeralways @JKWemyss @girdiesue @mgdavros111 @TrumpForVets @realDonaldTrump <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D>",0
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"@dawn9476 @AP @realDonaldTrump #LockFlynnUp",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"@wendyp4545 @AP @realDonaldTrump not worth even responding to someone like you who makes absolutely no sense.",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"@realDonaldTrump, we are 9 days after your historic election and it is more evident every day, get our country back now or lose it forever!",0
"@allanjfoto @AP after @realDonaldTrump &amp; friends raised a stink about HRC paid speeches it's quite hypocritical &amp; per #Trump disqualifying.",-1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"RT @JaredMellott: I support @realDonaldTrump ditching the non-stop press pool entirely. Biased liberal reporters have no right to stalk him…",1
"RT @RJSantarelli: @AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"@SenWarren @realDonaldTrump you're so clever,Democrats haven't been this upset since the Republicans took their slaves from them",-2
"RT @Trummp_2016: Thank you @realDonaldTrump https://t.co/ZrLwokSFiv",1
"RT @JaredMellott: I support @realDonaldTrump ditching the non-stop press pool entirely. Biased liberal reporters have no right to stalk him…",1
"I support @realDonaldTrump ditching the non-stop press pool entirely. Biased liberal reporters have no right to stalk him 24/7.",1
"RT @Trummp_2016: Thank you @realDonaldTrump https://t.co/ZrLwokSFiv",1
"@AP Flynn did paid speeches for Russia, and that's alright @realDonaldTrump ?",1
"@realDonaldTrump You rock on President Elect. We have faith!",1
"@CxlTheClownShow @julietells @RepRubenGallego @realDonaldTrump  what politician doesn't lie?. Seriously you're joking",-1
"RT @lisa_hollenbach: @FBI @realDonaldTrump @GovPenceIN What's Mike Pence hiding in his emails? https://t.co/s02Aqs1Qvk Where is James #Come…",-1
"RT @SeamusOTwomey: @USATODAY drain the swamp. @realDonaldTrump",-2
"@JasonFebery But, suspect many in @realDonaldTrump base are very literal thinkers. Would have to be complete apples to apples to get it.",-2
"@USATODAY drain the swamp. @realDonaldTrump",-2
"@realDonaldTrump here's a pic of the swamp you drained.....oh, wait..... https://t.co/8LbhXgaubn",-1
"@realDonaldTrump  I'm  proud of you  My President...you rock",1
"RT @JaredMellott: .@thehill American people to Pelosi: Retire and mind your own business. You don't pick @realDonaldTrump Administration. #…",0
"@metaquest @samsteinhp @HayesBrown @realDonaldTrump Very true! A year from now he'll say ""hey if you get to the neighborhood, stop by.""",-1
".@thehill American people to Pelosi: Retire and mind your own business. You don't pick @realDonaldTrump Administration. #MAGA",0
"@realDonaldTrump Hey, President Retard, you're a clueless asshole.  Go fuck yourself. https://t.co/8pwPgl7fOi",-5
"@SpeakerRyan @realDonaldTrump We are not going to take it anymore.  There is another election, leave our benefits alone.",0
"@SpeakerRyan @realDonaldTrump We don't, and we don't underestimate you either.  No gutting the benefits for the people.",0
"And is .@realDonaldTrump EMAILING any world leaders, using an unsecured (ie, private) server?? https://t.co/NayfeOIPp2",0
"@DonaldJTrumpJr @FloydMayweather @realDonaldTrump Three champions",0
