"text","score"
"I haven't seen someone have this much trouble putting together a Cabinet since that time my wife went to IKEA.   @realDonaldTrump",-1
"@realDonaldTrump thank you Mr. President-elect!",1
"@realDonaldTrump You've already done more to save American jobs than Obama did in 8 years.",2
"@realDonaldTrump Those jobs were moving to Chicago, not Mexico.",0
"@realDonaldTrump thank you!",1
"@AnnCoulter @realDonaldTrump @SheriffClarke @prison4hillary1 @OnMessageForHer @truth_told_now @TeamTrump https://t.co/DpAVTXGdOL",0
"@Deadspin I wonder if @realDonaldTrump caused this???",1
"@realDonaldTrump Wow. Already gettin' stuff done!",1
"RT @FrancUnderW: @realDonaldTrump <ed><U+00A0><U+00BD><ed><U+00B2><U+00A5>OH MY!! reading this tweet &amp; sipping coffee from my LIBERAL TEARS mug <ed><U+00A0><U+00BD><ed><U+00B8><U+0087><ed><U+00A0><U+00BD><ed><U+00B8><U+0087><ed><U+00A0><U+00BD><ed><U+00B8><U+0089> mmmmm https://t.co/kWm84TlWM8",0
"@michaelianblack @Fahrenthold @realDonaldTrump lol that's a disgusting description",-3
"RT @FrancUnderW: @realDonaldTrump <ed><U+00A0><U+00BD><ed><U+00B2><U+00A5>HAH reading this tweet and sipping coffee from this LIBERAL TEARS mug <ed><U+00A0><U+00BD><ed><U+00B8><U+0087><ed><U+00A0><U+00BD><ed><U+00B8><U+0087><ed><U+00A0><U+00BD><ed><U+00B8><U+0089> https://t.co/kWm84TlWM8",0
"RT @FrancUnderW: @realDonaldTrump <ed><U+00A0><U+00BD><ed><U+00B2><U+00A5>HAH reading this tweet and sipping coffee from this LIBERAL TEARS mug <ed><U+00A0><U+00BD><ed><U+00B8><U+0087><ed><U+00A0><U+00BD><ed><U+00B8><U+0087><ed><U+00A0><U+00BD><ed><U+00B8><U+0089> https://t.co/kWm84TlWM8",0
"RT @FrancUnderW: @realDonaldTrump <ed><U+00A0><U+00BD><ed><U+00B2><U+00A5>OH MY!! reading this tweet &amp; sipping coffee from my LIBERAL TEARS mug <ed><U+00A0><U+00BD><ed><U+00B8><U+0087><ed><U+00A0><U+00BD><ed><U+00B8><U+0087><ed><U+00A0><U+00BD><ed><U+00B8><U+0089> mmmmm https://t.co/kWm84TlWM8",0
"@realDonaldTrump Did you hear Tony Romo's speech? So much class, wisdom, and self-awareness.",1
"@jim72182 @realDonaldTrump Pok da cah in dah hah-vod yod libtard!",0
"@ericbolling @KellyannePolls @seanhannity @realDonaldTrump https://t.co/abJWGNmXBW",0
"RT @WI4Palin: 500,000 popular vote - about 8 million dead or illegals voting = @realDonaldTrump wins popular by   7.5 Million #DoTheMath &amp;…",3
"RT @LivinMyTruth: .@butte_tocks @realDonaldTrump Yeah. And we haven't gotten out of that money pit yet?",0
"@realDonaldTrump Hitting the ground running &amp; getting things done &amp; not even in office yet. We are proud of YOU POTUS -DJT.  GOD BLESS YOU!",1
"@realDonaldTrump @steph93065 Trump A man that believed in himself and look where he is today.",1
"RT @WI4Palin: 500,000 popular vote - about 8 million dead or illegals voting = @realDonaldTrump wins popular by   7.5 Million #DoTheMath &amp;…",3
".@butte_tocks @realDonaldTrump Yeah. And we haven't gotten out of that money pit yet?",0
"@realDonaldTrump @morningmika @MarkHalperin",0
"@fotoeffex @puppymnkey @realDonaldTrump @IrishMason try to keep up here.",0
"@Karen_Allen @realDonaldTrump what do you mean by ""down to earth ways""? Like Morse Code ? Or Text messages ? #SmokeSignals ? ;)",0
"RT @FrancUnderW: @realDonaldTrump <ed><U+00A0><U+00BD><ed><U+00B2><U+00A5>OH MY!! reading this tweet &amp; sipping coffee from my LIBERAL TEARS mug <ed><U+00A0><U+00BD><ed><U+00B8><U+0087><ed><U+00A0><U+00BD><ed><U+00B8><U+0087><ed><U+00A0><U+00BD><ed><U+00B8><U+0089> mmmmm https://t.co/kWm84TlWM8",0
"@Civilmom @realDonaldTrump yea got it. but to point of lunacy &amp; he is not started yet.",-1
"The so-called evangelicals have already been proven frauds with endorsement of @realDonaldTrump, this sinks the lot https://t.co/EJ3e8llldI",2
"RT @FrancUnderW: @realDonaldTrump <ed><U+00A0><U+00BD><ed><U+00B2><U+00A5>OH MY!! reading this tweet &amp; sipping coffee from my LIBERAL TEARS mug <ed><U+00A0><U+00BD><ed><U+00B8><U+0087><ed><U+00A0><U+00BD><ed><U+00B8><U+0087><ed><U+00A0><U+00BD><ed><U+00B8><U+0089> mmmmm https://t.co/kWm84TlWM8",0
"@fotoeffex @puppymnkey @realDonaldTrump bud, honestly our ethnic/racial difference make us stronger, why u beating that drum??",3
"@uniqueprophet @realDonaldTrump @Trump I don't want War, of course. But look at it like this- if it did come to that- we ALL the gunz&amp; ballz",2
"@nia4_trump @realDonaldTrump 
@SenWarren",0
"@pamelajanti @realDonaldTrump yes he is goodball",0
"ALREADY @realDonaldTrump is #MakingAmericaGreatAgain, &amp; not even sworn in yet! Bravo #POTUS-elect DJT!
#KY &amp; #USA t… https://t.co/RWjZ7l735k",0
"RT @WI4Palin: 500,000 popular vote - about 8 million dead or illegals voting = @realDonaldTrump wins popular by   7.5 Million #DoTheMath &amp;…",3
"@realDonaldTrump Thank you for NOT making empty promises!  You have done ,ore for USA in one week than Obama did in 8 yrs!!",1
"RT @VaknightsK: @fotoeffex @puppymnkey @realDonaldTrump some of us Serve our country, defnd the constitution against enemies foreign/Domest…",-1
