"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Dear @twitter: If your updated ""hateful conduct policy"" isn't just for show, then when should we expect @realdonaldtrump to be deactivated?",FALSE,0,NA,2016-11-18 02:45:29,FALSE,NA,"799443379129987072",NA,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial© PRO</a>","PumpkinBred",0,FALSE,FALSE,NA,NA
"@realDonaldTrump Who are the Mexicans raping? These Catholic priest are doing all the rapings of boys and girls. Turn your news on!",FALSE,0,"realDonaldTrump",2016-11-18 02:38:18,FALSE,"799432403727028224","799441570755907584","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MsLady27616",0,FALSE,FALSE,NA,NA
"@realDonaldTrump build the wall and see who's gonna do the jobs U.S. Citizens won't do. Mexicans don't bother nobody. Stop the hate!!!",FALSE,0,"realDonaldTrump",2016-11-18 02:37:12,FALSE,"799432403727028224","799441297358671872","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MsLady27616",0,FALSE,FALSE,NA,NA
"@StopTrumpBigly @realDonaldTrump <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",FALSE,0,"StopTrumpBigly",2016-11-18 02:34:56,FALSE,"799432405446639616","799440725339500544","744312523239763968","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MsLady27616",0,FALSE,FALSE,NA,NA
"RT @bocavista2016: YES!

As HAPPY as I am @realdonaldtrump won, I sure do miss his rallies

Glad he'll be back out on the stump!

https://t…",FALSE,0,NA,2016-11-18 02:24:55,FALSE,NA,"799438205955309568",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","judipilger",8,TRUE,FALSE,NA,NA
"@realDonaldTrump Donald, the Gerald family in NC is your biggest fan.  Make us proud...",FALSE,0,"realDonaldTrump",2016-11-18 02:18:32,FALSE,"799435824622252032","799436597317996546","25073877","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","russgerald",0,FALSE,FALSE,NA,NA
"@RichardWeaving @realDonaldTrump @rlockrocks",FALSE,0,"rlockrocks",2016-11-18 02:16:49,FALSE,"799435604064800769","799436165191495681","91237627","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rlockrocks",0,FALSE,FALSE,NA,NA
"@justanavywife @GenFlynn @realDonaldTrump @rlockrocks",FALSE,0,"justanavywife",2016-11-18 02:16:29,FALSE,"799415450715254784","799436081573888000","43834885","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rlockrocks",0,FALSE,FALSE,NA,NA
"RT @rlockrocks: @RichardWeaving @realDonaldTrump @rlockrocks",FALSE,0,NA,2016-11-18 02:16:16,FALSE,NA,"799436025768591360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","braintwat",1,TRUE,FALSE,NA,NA
"@realDonaldTrump let's win BIGLY BABY!!<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>",FALSE,0,"realDonaldTrump",2016-11-18 02:15:55,FALSE,"799435824622252032","799435940246626304","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wolf_Ridge",0,FALSE,FALSE,NA,NA
"@RichardWeaving @realDonaldTrump @rlockrocks",FALSE,0,"RichardWeaving",2016-11-18 02:14:35,FALSE,"799433112598040576","799435604064800769","18545481","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rlockrocks",1,FALSE,FALSE,NA,NA
