"text","score"
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"@s_iosue @JSmoov002 @dufusmcgee @b33lzebub @realDonaldTrump He's walking away from his businesses &amp; is only collecting $ from a trust. $ hes",1
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"@jtl2000 @realDonaldTrump im sure you know more about this than Trump. You being a nothing.",0
"@realDonaldTrump wow. He's already negotiating folks. So glad I just bought art of the deal",3
"RT @TammieW76139285: @realDonaldTrump We'll never get tired of winning!",1
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"@nnwehby_ahmad it's all about the Jobs &amp; @realDonaldTrump  knows this &amp; we know it . Continue with prayer for him  &amp;  @MikePenceVP",1
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"@scotthaas27 @realDonaldTrump @theyucatantimes this is breaking news, your article is from yesterday.",-1
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"@GrabBoyd @Denise48027750 @JBaker31826004 @realDonaldTrump I thought about that too. Lol.",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @SomeArmyVet2: @pmicc33 @KacieBeeGirl @rbparrilla @realDonaldTrump the entire campaign would have been ran differently if it was who win…",0
"Did you really think Trump would do anything but the best for us all?@realDonaldTrump https://t.co/X03tn1lREY",1
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"@Beckcat3 @realDonaldTrump <ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BD><ed><U+00B1><U+008D>",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"@realDonaldTrump Hey boss let's get this country rolling again",0
"@stlredbirds85 @realDonaldTrump how many of Hillary's were from dead people and people who voted 5 times the same day?",-1
"@realDonaldTrump Win #1 for US workers.  Trump will be Ronald Reagan when it's all said and done. https://t.co/ylw2aKPp8b",2
"RT @SomeArmyVet2: @rbparrilla @pmicc33 @KacieBeeGirl Even @realDonaldTrump said he would have spent the majority of his time in the bigger…",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"@rbparrilla @pmicc33 @KacieBeeGirl Even @realDonaldTrump said he would have spent the majority of his time in the bigger cities to win pop",3
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @SueReed2: @realDonaldTrump I love it,just keeps getting better and better! Thank you God, for a great man to lead us..",10
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"@RealAlexJones @wendydcoe @realDonaldTrump @infowars Hell, no!",-1
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"@GenFlynn @ofccadjust @FieldofFight @realDonaldTrump we need you!",0
"@realDonaldTrump Awesome job, keep it up! Make America Great Again! One day at a time! :-)",2
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"@realDonaldTrump I love it,just keeps getting better and better! Thank you God, for a great man to lead us..",10
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"@realDonaldTrump Well played man",1
"@realDonaldTrump awesome !!!! Woooo hooo Americans doing American Jobs ! #AmericanWinning!",2
"@realDonaldTrump already making America great again!",1
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"@realDonaldTrump you are making America Great Again, Thank you",2
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"@realDonaldTrump thank you! !",1
"Thank you @realDonaldTrump You are keeping promised How refreshing!! https://t.co/aSoTnSH8gR",3
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"@realDonaldTrump / Praying for you sir. God bless you.",1
"@maddow @realDonaldTrump told his #PoorlyEducatedFollowers he'd drain the #swamp in D.C. He didn't say he'd bring the #SepticTank FullOfSh*t",-2
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"RT @Brooks8314: @realDonaldTrump https://t.co/jxhWVHy2Ho",0
"@pmicc33 @KacieBeeGirl @rbparrilla @realDonaldTrump the entire campaign would have been ran differently if it was who wins the popular wins",3
