"text","score"
"Dear @twitter: If your updated ""hateful conduct policy"" isn't just for show, then when should we expect @realdonaldtrump to be deactivated?",1
"@realDonaldTrump Who are the Mexicans raping? These Catholic priest are doing all the rapings of boys and girls. Turn your news on!",-1
"@realDonaldTrump build the wall and see who's gonna do the jobs U.S. Citizens won't do. Mexicans don't bother nobody. Stop the hate!!!",-1
"@StopTrumpBigly @realDonaldTrump <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",0
"RT @bocavista2016: YES!

As HAPPY as I am @realdonaldtrump won, I sure do miss his rallies

Glad he'll be back out on the stump!

https://t…",0
"@realDonaldTrump Donald, the Gerald family in NC is your biggest fan.  Make us proud...",1
"@RichardWeaving @realDonaldTrump @rlockrocks",0
"@justanavywife @GenFlynn @realDonaldTrump @rlockrocks",0
"RT @rlockrocks: @RichardWeaving @realDonaldTrump @rlockrocks",0
"@realDonaldTrump let's win BIGLY BABY!!<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>",1
"@RichardWeaving @realDonaldTrump @rlockrocks",0
"@realDonaldTrump Ford already made that abundantly clear BEFORE you became President. https://t.co/yHHm4GPe8M",1
"@Denise48027750 @Brooks8314 @JBaker31826004 @realDonaldTrump Just keep an eye so they don't spit in it.",1
"@jav63 @NetworksManager @abird06 @realDonaldTrump right, interviews do not mean # HIRED - Could mean #YoureFired",0
"RT @KenSmithWRAL: What's next for the Latino community after the election of @realDonaldTrump, the story tonight @wral #wral #Fox50 https:/…",0
"@realDonaldTrump people over reacting. #Interviews do not mean #HIRED 
#PresidentElectTrump #DrainTheSwamp
AmericaFirst #MAGA",-2
"@REALDonaldTrump 'threatened to kill rape accuser if she reported him' https://t.co/DpCEFwjLXI #whereisMaria case withdrawn due to threats",-3
"@mitchellreports @newt @realDonaldTrump @MayorRGiuliani @MittRomney @secstate did you just tag a fake account? <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",0
"@mitchellreports @newt @realDonaldTrump @MayorRGiuliani @MittRomney @secstate thank goodness",2
"https://t.co/85ykRdzPq5
#populousvote #antitrumpprotest 
There went Hillarys popular vote
@realDonaldTrump #PresidentElectTrump",1
"God, I hope Romney is not in the Trump Admin. That would hurt big time. He's a traitor. @realDonaldTrump… https://t.co/up8UEaUSNC",0
"RT @bocavista2016: OH LOOK

They're counting &amp; adding up Hillary's ""Popular Vote"" totals

https://t.co/Z2CD4ljLpX
@realDonaldTrump #Trump20…",2
"""Politicians are all talk, no action"" - @realDonaldTrump #TrumpIsWinning",0
"@chevz28aero @trumptv @realDonaldTrump @Italians4Trump also Google, Apple, and Microsoft.",0
"RT @bocavista2016: YES!

As HAPPY as I am @realdonaldtrump won, I sure do miss his rallies

Glad he'll be back out on the stump!

https://t…",0
"RT @bocavista2016: YES!

As HAPPY as I am @realdonaldtrump won, I sure do miss his rallies

Glad he'll be back out on the stump!

https://t…",0
"@FoxNews @KellyannePolls @realDonaldTrump suuuuuuuure",0
"RT @bocavista2016: .@realDonaldTrump: iPhones will be made in America

Critics: Never happen

Trump: Never's happening now

https://t.co/qd…",0
"@KTLA @realDonaldTrump @KellyannePolls @rlockrocks",0
"RT @bocavista2016: YES!

As HAPPY as I am @realdonaldtrump won, I sure do miss his rallies

Glad he'll be back out on the stump!

https://t…",0
