"text","score"
"@realDonaldTrump you are the President-Elect as much as I hate that. ACT LIKE IT! Presidents don't have twitter wars with @nytimes",0
"I'm not mad at the ""democrats"" .. I'm just not fond of the ""dumocrats"" @realDonaldTrump @ChelseaRaeMMA #blockadumocrat #moreroom",-1
"RT @mmurton9: Congrats @realDonaldTrump ! We must unite as a country! Together &amp; only together we will be ""Great Again""! #Election2016 #Don…",1
"President Bush brought us Liberadio!, let's see what President @realDonaldTrump brings us. @freddieoconnell https://t.co/Qbvs1shF7Z",0
"@realDonaldTrump new song ""Are You With Me?"" written with concern for my 16 grandbabies. @seanhannity… https://t.co/xXmcdQowpH",0
"@SandraHartle @RealJamesWoods @realDonaldTrump she is amazing woman to bad mainstream never picked that up.Keep fighting we R praying for u",2
"@realDonaldTrump  Hard work always pays off.",0
"@realDonaldTrump let us come together and build America Great. Let's do some real shit. No talk. action only. Come on Trump. Dig deep, work!",1
"#AC360 @realJeffreyLord should not have one comment re: @MarkHertling concerns re: @GenFlynn Another… https://t.co/NiAO8fUDQF",-2
"@affordabledrive @Tennessean @realDonaldTrump Seriously? Ask the Khans or the former KKK leader.",0
"@realDonaldTrump good job Mr. President!",1
"RT @CowboyJason: @vhfancc @ljkoolone @LouDobbs @realDonaldTrump @JohnKasich @MittRomney - the @GOP @GenFlynn @realDonaldTrump should strong…",0
"Those protesting @realDonaldTrump election victory just don't realize a simple truth. He understood the anger of public toward establishment",0
"@realDonaldTrump I'm so disappointed in Obama's behavior while abroad.  It's more of the ""me"" mentality that the democrats have adopted.",-1
"@clanceman65 @kmbiamnozie @realDonaldTrump does this mean there will be a revolt against trump in 2020?",0
"One week in, we're thinking about how @realDonaldTrump will affect non-profits as @POTUS. Worried? Excited? Curious? https://t.co/uXTsdhcFQa",0
"@RepMarkTakano @realDonaldTrump It's like we are living in some bizarre alternate history, where the sins of the past are erased.",0
"@schmut6 @ljkoolone @vhfancc @LouDobbs @realDonaldTrump @JohnKasich @MittRomney @nikkihaley .. I know... 4 + 3 = 11.. lol  #MAGA #NeverNikki",0
"@vhfancc @ljkoolone @LouDobbs @realDonaldTrump @JohnKasich @MittRomney - the @GOP @GenFlynn @realDonaldTrump should strongly consider this.",0
"RT @beckynashville: @realDonaldTrump thank you for being a better person than all the #NeverTrumpers you are a class act https://t.co/yXUW5…",4
"@realDonaldTrump thank you for being a better person than all the #NeverTrumpers you are a class act https://t.co/yXUW5NdfVU",4
"RT @AngelaTN777: @ringod01 @clanceman65 @transition2017 @MittRomney @CNBC @realDonaldTrump I trust ACTIONS / NOT WORDS.  Trump be best to r…",2
"RT @CowboyJason: @LouDobbs- pease tell @realDonaldTrump's people to Win in 2020 to keep @JohnKasich @MittRomney and horrible @nikkihaley aw…",0
"RT @_ItsSavannah_: Wonder what @realDonaldTrump plans are when it comes to copyright reform in the music industry? #controversialissue",2
"RT @AngelaTN777: @realDonaldTrump @NamVet6669 I sure hope so. I haven't been happy with your visitors in last few days. You, trying to hire…",2
"RT @AngelaTN777: @ringod01 @clanceman65 @transition2017 @MittRomney @CNBC @realDonaldTrump I trust ACTIONS / NOT WORDS.  Trump be best to r…",2
"RT @AngelaTN777: @clanceman65 @ringod01 @transition2017 @MittRomney @CNBC @realDonaldTrump If, your draining the SWAMP / YOU DO NOT HIRE TH…",-3
"RT @BridgetteTatum: @realDonaldTrump prayers for you in this. Evil is chasing you on a constant .. You will not break. God will guide. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>",-3
"RT @CowboyJason: @LouDobbs- pease tell @realDonaldTrump's people to Win in 2020 to keep @JohnKasich @MittRomney and horrible @nikkihaley aw…",0
"@ringod01 @clanceman65 @transition2017 @MittRomney @CNBC @realDonaldTrump I trust ACTIONS / NOT WORDS.  Trump be best to remember it.",2
"@clanceman65 @ringod01 @transition2017 @MittRomney @CNBC @realDonaldTrump If, your draining the SWAMP / YOU DO NOT HIRE THE SWAMP! !!!",-4
"RT @DeanOfMusic: No, @realDonaldTrump won the popular vote. Get your facts right. https://t.co/niRaAXJa8S",4
"@clanceman65 @ringod01 @transition2017 @MittRomney @CNBC @realDonaldTrump I think it's because they say  other's won't get confirmed. .#BS",-1
"RT @AngelaTN777: @clanceman65 @transition2017 @MittRomney @CNBC @realDonaldTrump  This is the biggest #BS EVER!! DO NOT HIRE THE ESTABLISHM…",-2
"@ringod01 @clanceman65 @transition2017 @MittRomney @CNBC @realDonaldTrump We did.. THAT'S WHY WE VOTED HIM IN OFFICE. DO NOT BETRAY OUR VOTE",-1
"RT @AngelaTN777: @clanceman65 @transition2017 @MittRomney @CNBC @realDonaldTrump  This is the biggest #BS EVER!! DO NOT HIRE THE ESTABLISHM…",-2
"@gray_jeana @SunnyAtTheGulf @LouDobbs @realDonaldTrump @JohnKasich @MittRomney @nikkihaley - she is a #foreigner who doesn't understand #USA",0
"@realDonaldTrump @NamVet6669 I sure hope so. I haven't been happy with your visitors in last few days. You, trying to hire #DCESTABLISHMENT?",2
"RT @CowboyJason: @LouDobbs- pease tell @realDonaldTrump's people to Win in 2020 to keep @JohnKasich @MittRomney and horrible @nikkihaley aw…",0
"@TEN_GOP @JudgeJeanine I think Jeanine needs to in the running @realDonaldTrump  for #AG. She'd kick some serious corrupt !#//$!%",-2
"@affordabledrive @Tennessean @realDonaldTrump Said Mexican immigrants are criminals though some might be nice people.",1
"RT @CowboyJason: @carrieksada @JrcheneyJohn @realDonaldTrump -- #Never @MittRomney - #Never @JohnKasich &amp; #Never - #NeverNikki @nikkihaley…",0
"RT @AngelaTN777: @clanceman65 @transition2017 @MittRomney @CNBC @realDonaldTrump  This is the biggest #BS EVER!! DO NOT HIRE THE ESTABLISHM…",-2
"RT @CowboyJason: @MittRomney - if #he doesn't let #You near the #WhiteHouse @realDonaldTrump will #WIN always. -  #NeverRomney - #NeverNikk…",1
"RT @CowboyJason: @LouDobbs- pease tell @realDonaldTrump's people to Win in 2020 to keep @JohnKasich @MittRomney and horrible @nikkihaley aw…",0
"@steph93065 @realdonaldtrump I LOVE THIS!",1
"RT @CowboyJason: @dawnyoung1974 @Deplorable_Deb @realDonaldTrump - @nikkihaley the quickest to go to work for #Obama and tear an American s…",1
"RT @CowboyJason: @LouDobbs- pease tell @realDonaldTrump's people to Win in 2020 to keep @JohnKasich @MittRomney and horrible @nikkihaley aw…",0
"RT @CowboyJason: @realDonaldTrump @mike_pence @tedcruz - you will #lose the #south in the next #election if you choose @nikkihaley. - #MAGA…",-1
"RT @CowboyJason: @carrieksada @JrcheneyJohn @realDonaldTrump -- #Never @MittRomney - #Never @JohnKasich &amp; #Never - #NeverNikki @nikkihaley…",0
"RT @CowboyJason: #You @MittRomney stay the hell away from @realDonaldTrump. You are a coward who ran away from #Trump after we backed you.…",-1
"RT @CowboyJason: @MittRomney - if #he doesn't let #You near the #WhiteHouse @realDonaldTrump will #WIN always. -  #NeverRomney - #NeverNikk…",1
"RT @CowboyJason: @LouDobbs- pease tell @realDonaldTrump's people to Win in 2020 to keep @JohnKasich @MittRomney and horrible @nikkihaley aw…",0
"RT @CowboyJason: @realDonaldTrump - #NeverNikki - #NeverKasich - #NeverRomney.  These 3 names will cause distrust amongst voters as America…",-1
"Correction: vs. President-elect @realDonaldTrump and the American people. https://t.co/rO4cOGs6th",0
"@clanceman65 @transition2017 @MittRomney @CNBC @realDonaldTrump  This is the biggest #BS EVER!! DO NOT HIRE THE ESTABLISHMENT. #RyanRomney",-2
"@AnnCoulter - no way - #BuildTheWall.  I hope @realDonaldTrump follows through so his kids one day have a chance to run.  @mike_pence please",1
"No, @realDonaldTrump won the popular vote. Get your facts right. https://t.co/niRaAXJa8S",4
"4 Reasons Why @HillaryClinton Is Stressed Over @realDonaldTrump Becoming President.
https://t.co/hl9wJeAirr https://t.co/rN6Krdp15Z",-1
"@BillHaslam Shame on you for sticking your ass in the face of good people. Shame on you for not supporting… https://t.co/uDh4B8nFWo",-2
"@ethansimmons111 @realDonaldTrump Exactly!! Maybe, with interviews like #Romney... he wants to keep enemy closer. #Fakes #draintheswamp",0
"@realDonaldTrump - #NeverNikki - #NeverKasich - #NeverRomney.  These 3 names will cause distrust amongst voters as America doesn't like them",0
"RT @CowboyJason: @nikkihaley - you showed hate taking down the Southern Flag - An American Staple unlike you. @realDonaldTrump - the #South…",-2
"@LouDobbs- pease tell @realDonaldTrump's people to Win in 2020 to keep @JohnKasich @MittRomney and horrible… https://t.co/iMI7sdhDXu",1
"RT @CowboyJason: @nikkihaley - you showed hate taking down the Southern Flag - An American Staple unlike you. @realDonaldTrump - the #South…",-2
"@CLWillNotComply @realDonaldTrump . Mr. Trump is wise. May never know why he is teaching out to his enemies . Maybe to see what he can gain",2
"Please don't join this man's administration, @MittRomney 
You are so much better than to serve under… https://t.co/Y7uCwhWAQL",3
"@GeorgWebb @realDonaldTrump @wikileaks @YouTube What do you think about this:  https://t.co/zqwaTywCxV",0
"@realDonaldTrump . Huge mistake reaching out  to Romney",-1
"Sex Offender @realDonaldTrump releases his spin doctors &amp; Thugs onto #Twitter in order to intimidate #CNN #MSNBC &amp; spread lies about them",-3
"@MittRomney - if #he doesn't let #You near the #WhiteHouse @realDonaldTrump will #WIN always. -  #NeverRomney - #NeverNikki - #NeverKasich.",1
"Tell @realDonaldTrump: condemn all acts of bigotry and intimidation against children. Visit https://t.co/EDtcD577Au #StandUpToIt",-3
"@AprilDRyan is my guest tomorrow on 103.7 FM 107.1 FM @radiofreenash We'll talk @realDonaldTrump #AtMamasKnee Show… https://t.co/g2qHb5YFp5",1
"#You @MittRomney stay the hell away from @realDonaldTrump. You are a coward who ran away from #Trump after we backed you.  #Sad #Loser #MAGA",-3
"@realDonaldTrump President Trump, since we won the election let's make voter ID mandatory nationally DNC can't cheat",1
"@nikkihaley - you showed hate taking down the Southern Flag - An American Staple unlike you. @realDonaldTrump - the #South hates #NeverNikki",-3
"Wonder if ""Of the People 7"" is working for Sex Offender @realDonaldTrump as a rumor mill spreader &amp; spin doctor? Is he getting paid? #CNN",-1
"@Of_the_People7 @niais @OmanReagan Whats even sadder is people falling for Sex Offender @realDonaldTrump &amp; GOP Propaganda all day #CNN #NBC",-3
"@Of_the_People7 @niais @OmanReagan I take #CNN more seriously than Sex Offender @realDonaldTrump Don't give Trump time of day!!! #Snowden",0
"I'm impressed that @realDonaldTrump is meeting with his critics. @MittRomney would be an excellent choice for Secretary of State.",1
"If Sex Offender @realDonaldTrump walks up to you &amp; asked to shake your hand, say ""Sorry I do not shake the hand of a Sex Offender"" #CNN #NBC",-6
"@carrieksada @JrcheneyJohn @realDonaldTrump -- #Never @MittRomney - #Never @JohnKasich &amp; #Never - #NeverNikki @nikkihaley - #NotProUSA #MAGA",0
"Is the Sex Offender @realDonaldTrump so insecure that he is still sending his thugs onto #Twitter &amp; @Facebook to post lies about #CNN? #NBC",-3
"@moderate2severe @JohnKingCNN Seems the only way the #GOP &amp; Sex Offender @realDonaldTrump could win is to cheat &amp; Voter Fraud #CNN #Snowden",-2
"It's great Trump forgoes his salary. But how about a @realDonaldTrump Presidential Scholarship for five underprivileged kids with the money?",2
"RT @AngelaTN777: @realDonaldTrump Be mindful of WHO PUT YOU THERE!! Citz will NOT STAND 4-8 yrs #DrainTheSwamp Politicians!!  Carson/ Chris…",-1
"Noticed that Murfreesboro TN is reinstalling its traffic cams. They waited until the Sex offender @realDonaldTrump was elected. Why? #CNN",-1
"RT @SavingAmerica_: .@Bikers4Trump launch campaign- Saving America - Build That Wall! @realDonaldTrump  https://t.co/lwDAXADbvs",0
"RT @Tennessean: FedEx Corp. chief Fred Smith visits Trump Tower to meet @realDonaldTrump  https://t.co/ffKAvb7Xnx",1
"RT @The_NewRight: Mr. #Trump, we need to FREE Julian Assange! #FreeJulian #Trump2016 @RealDonaldTrump https://t.co/eP40XL7GYs",3
"RT @NFIB: What can #smallbiz expect for #taxes from @realDonaldTrump?  https://t.co/E3nCEA54iX",1
"President-elect @realDonaldTrump : Words matter you goddamned half-wit. https://t.co/gR8XVctj7E",0
"@realDonaldTrump is draining the swamp, huh? One of the many campaign fantasies that will turn out to be bold face lies. #NotMyPresident",-3
"@realDonaldTrump We need health care reform! https://t.co/dUhYtAHMut",2
"@notaxation @mikeBithell that said, @realDonaldTrump acted as if he may not accept results either. So, there you go. Crazy election.",-2
"RT @JasonMarsden: @realDonaldTrump how else do you plan to pat yourself on the back? #makeamericagloatagain https://t.co/wX0qtzLRuH",0
".@MittRomney as Secretary of State? I could 100% live with that. Please make this happen @realDonaldTrump",0
"RT @scottienhughes: Talking steak &amp; @realDonaldTrump w/ @donlemon @brianstelter Douglas Brinkley &amp; Michael Wolff  10:25pm et @CNN @CNNTonig…",0
"@realDonaldTrump 
No Niki Hailey. She sold out her own state. Please no.",0
"@Dave_Boucher1 Matlock was no @realDonaldTrump and had a negative campaign behind him",-1
"@HouseGOP PresidentElect @realDonaldTrump needs to Drain the Swamp &amp; Post Names on website of Dem,Rep,&amp; Ind who voted for ""Earmarks"" Get It?",-2
"@realDonaldTrump Drain the Swamp, Post Names on website of Dem,Rep,&amp; Ind who voted for ""Earmarks"" so voters will see &amp; vote them out.",-1
"RT @The_NewRight: Mr. #Trump, we need to FREE Julian Assange! #FreeJulian #Trump2016 @RealDonaldTrump https://t.co/eP40XL7GYs",3
"@DonaldJTrumpJr  tell @realDonaldTrump, Drain the Swamp, Post Names on website of Dem,Rep,&amp; Ind who voted for ""Earmarks"" so voters will see.",-2
"RT @The_NewRight: Mr. #Trump, we need to FREE Julian Assange! #FreeJulian #Trump2016 @RealDonaldTrump https://t.co/eP40XL7GYs",3
"@realDonaldTrump u are shit go to sleep",-3
"@alysonbaxter @magnumCJ @realDonaldTrump @nytimes there are many exceptions and this is one of them. He was correct.",1
"FedEx Corp. chief Fred Smith visits Trump Tower to meet @realDonaldTrump  https://t.co/ffKAvb7Xnx",1
"RT @AngelaTN777: @realDonaldTrump Be mindful of WHO PUT YOU THERE!! Citz will NOT STAND 4-8 yrs #DrainTheSwamp Politicians!!  Carson/ Chris…",-1
".@SeanHannity .@RealDonaldTrump economic plan will get America working again… .@Austan_Goolsbee joins Sean NEXT on https://t.co/yvJjMnzWcn",0
"@Chuck_Murphy2 @realDonaldTrump @NickCannon <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",0
"@realDonaldTrump please do let anyone get micro chipped that's the sign of the anti christ is here",0
"@realDonaldTrump We can only pray that the Clintons will be holding down death row for treason along w/all Soros' mafia! Build the prison!",-4
"@realDonaldTrump Has anyone else noticed that the most criminal rats are ducking N running out of the swamp before law comes to town?",-2
"@realDonaldTrump It's official, Obama will go down in history as the worst, racist, divisive POS,encouraging lawlessness &amp; murdering cops!",-7
"Yet again, U liberal's POS is flying around the making an ass out of himself w/his passive aggressive bitter hateful stabs @realDonaldTrump",-4
"Yea,Soros paid good money to steal the election again and he still lost. @realDonaldTrump should declare him enemy… https://t.co/ipCR8tsGaD",-1
"@keri_1973 @nytimes @realdonaldtrump They fear new laws because then they with not have a priority card over indigenous people.",-2
"RT @Ya_Boi_JLew: Idk what's worse... @realDonaldTrump presidency or @NickCannon making more music <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",-1
"John Taylor is being considered for Fed Chair by @realDonaldTrump. https://t.co/ZPaeEQJXKz",0
"RT @The_NewRight: Mr. #Trump, we need to FREE Julian Assange! #FreeJulian #Trump2016 @RealDonaldTrump https://t.co/eP40XL7GYs",3
"I'm cool if @realDonaldTrump wants to be like, ""I have no interest in being President, want to switch?,"" and… https://t.co/yvGtsfHF9P",2
"@realDonaldTrump Be mindful of WHO PUT YOU THERE!! Citz will NOT STAND 4-8 yrs #DrainTheSwamp Politicians!!  Carson/ Christy should be IN!",-1
"@realDonaldTrump I hope  #MikePence is not a part of the #WashingtonCartel. The meeting with #Romney #Hailey #Cruz are part of #DrainTheS...",0
"@SenWarren @Marina_Sirtis @realDonaldTrump Don't you Hillary's buddies?",0
"RT @LittleGrettle: @realDonaldTrump you won. Congratulations. We know you never really wanted the job. Do US a favor and resign. You are wa…",3
"RT @LittleGrettle: @realDonaldTrump  you're going to make a fool of yourself, you're way over your head. Get out now before you bankrupt ou…",-3
"@Alec_Robinson2 @NickCannon @realDonaldTrump that's what I was thinking <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",0
"Idk what's worse... @realDonaldTrump presidency or @NickCannon making more music <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",-1
"Kudos to @realDonaldTrump @mike_pence for considering @tedcruz for cabinet position. Strong conservative willing &amp;… https://t.co/TqDTdlFo5C",2
"@Forbes @realDonaldTrump 
the longer oil stays cheap, the more irellavent Saudi Arabia becomes. Not a bad thing either.",-3
"@politico @SpeakerRyan @realDonaldTrump @AnnCoulter 
Good start. Now back removing lifetime pay and benefits after ONE term.",2
"RT @joelebert29: In @tnsenategop meeting @SenFrankNiceley just asked what effect @BillHaslam 's disavowal of @realDonaldTrump had - awkward…",0
"@thehill @realDonaldTrump @AnnCoulter 
Hmmmm.... I don't agree... why hire losers who gave unsolicited negative opinions?",-2
"@thehill @realDonaldTrump 

no, no, no. We only need to charge the ones appropriately with vandalism, Jay walking, assault, arson, etc.",-1
"@jljacobson @realDonaldTrump 
Quick, we have a whiner over here! https://t.co/lefLbtmAiV",-1
"@realDonaldTrump I just sent a complaint to consumer affairs on 19th Washington , DC, its the direct market association...for the 1m dollar,",0
"@realDonaldTrump Yeah the missionary is not so well of a poll....how about more richer debate",1
"@HaggardAmanda @realDonaldTrump I thought this was funny at the time.  It's not funny anymore.",-3
"@realDonaldTrump Are you a millionare or a want a be like, make them pay up...I'm letting you in on this... https://t.co/7IjZnR0DGg",1
"@seanhannity @Gold_Effect @realDonaldTrump @CNN @HillaryClinton @brianstelter they have no souls bro",0
"@GeraldoRivera Wow,you're still at it? Of all the mistakes you've made n your life,bet turning against @realDonaldTrump most regrettable.",-2
"@realDonaldTrump I sent a complaint to Irving at the PCH legal level, they need disciplinary in the judiciary from us....",-1
"@cspan @BernieSanders @realDonaldTrump 
If she is INNOCENT she shouldn't worry. There is more than enough FOR A GRAND JURY TO DECIDE.",1
"@UncleChaps @cathymcmorris @mike_pence @realDonaldTrump old. White. Dudes. And a couple ladies.",0
"@CGasparino @realDonaldTrump @jpmorgan Hasn't Dimon made it clear he won't accept?",1
".@SenatorBriggs telling room that with @realDonaldTrump and Republican Congress there may be room to do things that @POTUS wasn't willing to",1
"@realDonaldTrump Read this. You love numbers, don't you? https://t.co/nxn0airId4",1
"@realDonaldTrump please consider appearing at Pearl Harbor Anniversary Gala next month. The current #POTUS baled @pearlharbor75 last week.",0
"@POTUS And I hope @realDonaldTrump doesn't put this country through 8 more years of hell.",0
"@DIRTYDOUG6 @LibertyForUSA @realDonaldTrump flag was put up during forced integration. Time for it to come down. Use common sense",-1
"@TrumpTrain09 @realDonaldTrump false",-1
"@marchaig @LindseyGrahamSC @realDonaldTrump this comment has no base. Nikki Haley is a great governor and would bring balance to the cabinet",1
"@FoxNews @POTUS @realDonaldTrump wouldn't that mean that your policy with Russia was successful?",2
"Hey @realDonaldTrump! We the People need @Jim_Jordan  in the Whitehouse caninet",0
"In @tnsenategop meeting @SenFrankNiceley just asked what effect @BillHaslam 's disavowal of @realDonaldTrump had - awkward laughter, banter",-1
"RT @_ItsSavannah_: Wonder what @realDonaldTrump plans are when it comes to copyright reform in the music industry? #controversialissue",2
"@pt ha this is gold @realDonaldTrump",1
