"text","score"
"RT @JacobWo83406074: @kupajo322 @Alwaleed_Talal @jack @POTUS @georgesoros @CFR_org @realDonaldTrump Its my pleasure I reenlisted so i could…",1
"@GenFlynn Hey LOW LIFE FILTH... Hope one day you personally experience a shudder from a Muslim.....congrats on the new job @realDonaldTrump",1
"RT @derrickwilburn: So long #mainstreammedia. U are little more than a pathetic joke &amp; everyone knows it. @realDonaldTrump @DailyCaller @Fo…",-3
"RT @derrickwilburn: So long #mainstreammedia. U are little more than a pathetic joke &amp; everyone knows it. @realDonaldTrump @DailyCaller @Fo…",-3
"RT @derrickwilburn: So long #mainstreammedia. U are little more than a pathetic joke &amp; everyone knows it. @realDonaldTrump @DailyCaller @Fo…",-3
"RT @derrickwilburn: So long #mainstreammedia. U are little more than a pathetic joke &amp; everyone knows it. @realDonaldTrump @DailyCaller @Fo…",-3
"@realDonaldTrump might want to use the Federal Vacancies Reform Act of 1998 to overturn a few presidential appointments &amp; their actions.",1
"@realDonaldTrump Keep the lobbyists out! Keep it up!",0
"RT @derrickwilburn: So long #mainstreammedia. U are little more than a pathetic joke &amp; everyone knows it. @realDonaldTrump @DailyCaller @Fo…",-3
"@transition2017 @realDonaldTrump I KNOW my 2 Federal Senators &amp; Representative! Let's Make The Republic Work AS Founding Fathers set it UP!!",1
"@transition2017 @realDonaldTrump Transition Team, please encourage all USA Citizen's 2 start &amp; do so as needed 2 Communicate With Congress!!",1
"@transition2017 @realDonaldTrump Common Since, MR PEOTUS, PLEASE I BEG U SIR 2 NOT PUT A GLOBALIST AS SOS! WTP C what HRC has done!!",-2
"RT @EndLiberalism: @seanhannity @cnn @cnn @hillaryclinton FCC should pull CNN license.. Fraudulent! @realdonaldtrump @esoteric02",-1
"RT @EndLiberalism: She just violating her ethics agreement! @democrat_4trump @realdonaldtrump",1
"She just violating her ethics agreement! @democrat_4trump @realdonaldtrump",1
"@seanhannity @cnn @cnn @hillaryclinton FCC should pull CNN license.. Fraudulent! @realdonaldtrump @esoteric02",-1
"@StevePieczenik @Maga @realDonaldTrump Dr. Peiczenik, Love UR information. Now till 20JAN17 I AM recovering from twitter fights 4 PEOTUS!!",1
".@realDonaldTrump appointed a bigot as his WH Chief Strategist. This is a moral test for all of us – including the business community.",0
"Why is Wall St celebrating @realDonaldTrump? Because his administration ""looks like an investment banker’s dream.” https://t.co/SIpzf8kkrJ",1
"If @realDonaldTrump thinks we’re going to just roll over while his Wall St buddies crash our economy again, they're in for a rude awakening.",-2
"The future of this planet is at stake. We have got to bring together people to demand @realDonaldTrump listen to the scientists.",2
".@realDonaldTrump isn’t “draining the swamp.” He’s inviting the biggest, ugliest swamp monsters in the front door.",-2
"@SamuelLJackson hasn't moved yet either??? @realDonaldTrump is our 45th President when are u movin? https://t.co/7RGbnQBELD",0
"@realDonaldTrump please don't let Monsanto ruin our food and poison our water!!#nomonsanto",-2
"@BenFischerSBJ hope that @realDonaldTrump supports it coz it's high time that the #Olympics came back to the US. Also, bid is so strong.",3
"@Cratsenberg @realDonaldTrump @nytimes it's getting old fast, and makes him look silly.",0
"RT @JoeVGriego: @jamesatbuzz @realDonaldTrump anyone with brains knows he was not disparaging those men, but you just don't get it.... Agai…",-2
"RT @csgazette: .@realDonaldTrump pledge to target “sanctuary” cities could cost #Denver, #Aurora: https://t.co/BQ9bcGmoOJ https://t.co/0bP5…",-1
".@realDonaldTrump pledge to target “sanctuary” cities could cost #Denver, #Aurora: https://t.co/BQ9bcGmoOJ https://t.co/0bP5d0LJ4y",-1
