"text","score"
"@realDonaldTrump 
Please consider Steve Forbes for Sec of Treasury. He know his stuff and can get the right things done. <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>",1
"@supportandefend @billhemmer @foxnews @heritage @realdonaldtrump @speakerryan @jjauthor Great idea. Who's gonna pay for it?",1
"audit the fed would accomplish much more and B very insightful. Maybe this is part of ""the swamp"" that needs draini… https://t.co/BrPJr7vXJk",1
"Are #faithlesselectors a move by Mike Pence to backstab and usurp the presidency from @realDonaldTrump ?",-1
"If #MoralElectors refuse to vote for @realDonaldTrump , then House of Representatives decides the president and it could be Mike Pence",0
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",0
"#MoralElectors could at least demand @realDonaldTrump repudiate racism and rescind Muslim ban in order to get their vote.",-1
"@realDonaldTrump awesome",1
"@realDonaldTrump sweet, and the Trump train keeps business here! We all together will make America great again.",3
"#MoralElectors should demand @realDonaldTrump release tax returns before they consecrate.",0
"@realDonaldTrump @CondoleezzaRice should be candidate for ???",0
"the media still refers to @realDonaldTrump win as ""stunning"" only stunning 2 the liberal media.Not 2 us that R tired of career politicians.",2
"Hey moron, you do realize that @realDonaldTrump won the election? @FoxNews, why this guest? https://t.co/rwmBv2of1j",0
"@trump_first @retireleo @StephenBannon @realDonaldTrump Do these poor souls have any idea what they are proposing here? We don't fight fair.",0
"@seanhannity @realDonaldTrump there was no love <U+2764><U+FE0F> fest or tingle down their legs",1
"@MikeyLutz619 @mikehawkXx @SenWarren @realDonaldTrump the man's conning you and he's not even trying hide it",-1
"#ElectoralCollege needs to act to stop fascism. They can vote for Donald Duck, for all I care, just not… https://t.co/TGKegjq5Jg",1
"@realDonaldTrump I seriously hope all you have to say to Romney is ""HAHA""!",1
"@realDonaldTrump  https://t.co/BdRypC0egF",0
"@NMLarry1 @DineshDSouza @JohnTurscak @realDonaldTrump Sadly, probably on a US Taxpayer backed student loan we'll never get back.",0
"@realDonaldTrump @CNN CNN has sunk low by showing Reagan assassination attempt while talking about PETRUMP. #NORESPECT4CNN",-1
"@SenSanders @realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",0
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA @MittRomney",0
"@SpeakerRyan @realDonaldTrump I don't underestimate him at all. That's why he scares the crap a out of me as a ""leader"".",-2
"@OfficialSPGB @realDonaldTrump I'll take it over the Berlin Wall anyway",-1
"RT @karue86: @realDonaldTrump you want to break one of the greatest constitutional rights in this country you will have to #RegisterMeFirst",0
"@SpeakerRyan @realDonaldTrump you have used fear and bigotry to bring fascism to American soil. You'll be remembered in history as a traitor",-4
"@SpeakerRyan @realDonaldTrump 4 times. He's hired a man for chief strategist who resembles Joseph Goebbels more than any American politician",0
"@SpeakerRyan @realDonaldTrump I mean this with all my heart; go fuck yourself. He's a xenophobe, sexual predator, and has been bankrupt",-6
"@realDonaldTrump you want to break one of the greatest constitutional rights in this country you will have to #RegisterMeFirst",0
"just say never to the never trumpers. Fill positions with businessmen and women. @realDonaldTrump https://t.co/V66p2Nhvek",1
"@realDonaldTrump Thankful to have you as my president. Hoping you can help us veterans and our country. Make it great again!",3
"@realDonaldTrump 
Nothing could be better for America's Kids than
Dr. Larry Arnn as Sec of Education
Common Core Be gone!!",2
"@SpeakerRyan @realDonaldTrump We're not. Therein lies the problem...",-3
"An ""Anti-Establishment"" Trump Would Pardon Edward Snowden | Mises Wire @realDonaldTrump  https://t.co/YVjBqjjQNS",2
"@realDonaldTrump @EricTrump @DonaldJTrumpJr 
Not Nikky Haley...she allowed Syrians Into her state
Dead of night sort of thing...Huge RINO",-1
"@seanhannity @BarackObama @LilPicture @realDonaldTrump Trump may need to offer some help to those who became so dumb and brainwashed.",1
"@seanhannity @realDonaldTrump @CNN @HillaryClinton @brianstelter I am just one person but together with others, #nevercnnagain #boycottcnn",0
"RT @DurantRandy: @realDonaldTrump Mr. President: I know you own a lot of Golf Courses. Do you think you could find it in your heart to get…",0
"@POTUS @realDonaldTrump  shame on potus to keep the anarchy going. Paid for by Soros. This is not peaceful protest. Unacceptable SIR!",-4
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",0
"@_oldturk @realdonaldtrump Yep.",0
"RT @DurantRandy: @realDonaldTrump Mr. President: I know you own a lot of Golf Courses. Do you think you could find it in your heart to get…",0
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",0
"@realDonaldTrump Mr. President: I know you own a lot of Golf Courses. Do you think you could find it in your heart to get Obama a caddie job",0
"@aravosis @monaeberhardt so @realDonaldTrump really IS just a puppet.  Hillary is right.",1
"@realDonaldTrump You're a man God is well pleased with!!!!",2
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",0
"@realDonaldTrump @nytimes what kind of President speaks of himself like this .You are mentally ill <ed><U+00A0><U+00BD><ed><U+00B8><U+00B7>",1
"@realDonaldTrump you are sooooo delusional!!! We didn't want you . This is not a game . Do us a favor and realize this .",-1
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",0
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",0
"@seanhannity @realDonaldTrump @CNN @HillaryClinton @brianstelter rub it in their face?!",0
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",0
"@realDonaldTrump Keep your children close...all bright and can provide great counsel",2
"@nytopinion @nytimes @realDonaldTrump @KellyannePolls  Good! Then the whole world can see how it's done!",1
"@nytopinion @nytimes @realDonaldTrump Are they shaking in their work boots? Where is the promised honest reporting? #SameOldNYT",3
"RT @MichaelRGates: I may live in a Red state, but I vote Blue.
@HillaryClinton @realDonaldTrump https://t.co/9HIc40YUaT",0
"@seanhannity @ShanFroman2016 @realDonaldTrump Why do Libs use 'Christ' for effect when most self worship and don't believe in Him?",0
"@BoSnerdley It's a little early for threats, don't you think, @LindseyGrahamSC, &amp; do you really think you can stop our @realDonaldTrump? Smh",-2
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",0
"Anyone surprised?  @realDonaldTrump is taking time to "" hire"" only the VERY BEST of Americans to work for "" The peo… https://t.co/kc7wrb9919",2
"@realDonaldTrump We are behind you. https://t.co/U5PvsiNAMj",0
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",0
"Disturbing to who? The @washingtonpost ? You liberal media cranks don't get opinion on what @realDonaldTrump can an… https://t.co/2S85gJeAft",-1
"@DavidCornDC @realDonaldTrump sadly it seems as if there's no way to stop it. #UnfitToBePOTUS #UnfitToLead",-1
"@realDonaldTrump status quo, please don't let us down!!!!!  No sneaky politician crap, no sugar coating.",-3
"@realDonaldTrump remember if we wanted a career politician Hillary would be taking that job. We want a different America we are tired of the",-1
"IRS needs to change, in audit, bank sent in wrong amount for hsa, Now get a bill for $1, Idiots @realDonaldTrump",-2
"@atlasinvictus @theyoungturks @realdonaldtrump He won the electoral college, but lost the popular vote Are you really a winner in that case?",2
"@seanhannity @realDonaldTrump simple, they are afraid of change that doesn't coincide w their liberal puke agenda. Even my local media",-1
"@theyoungturks @realdonaldtrump #exposed #triggered Such a loser. #LoserDonald",-1
"@StopTrumpBigly @realDonaldTrump you're pathetic if that's what you're going to rip on Trump for.",-1
"@LouDobbs @tedcruz IOW, pleeeeze Mr. President Elect give me a job Sad Does Goldman sacs have openings #LyinTed? @realDonaldTrump @SebGorka",-1
"Breitbart’s Chobani coverage and Montana white nationalist Spencer show width of alt-right @realDonaldTrump 
https://t.co/xfkSFeKPhb",0
"@realDonaldTrump needs to repeal @ARBTruckStop Unconstitutional rules when he repeals the EPA. They are anti business big time.",0
"@realDonaldTrump Obama is your typical Punk, that when he gets his A** kicked he runs out side and destroys everything he can!",-1
"What a dingus @realDonaldTrump https://t.co/wnGnLz1gzo",0
"@Montanans4Trump @realDonaldTrump You misspelled President-Elect Fuckface von Clownstick.",0
"@realdonaldtrump Someone tell President Elect Fuckface von Clownstick to remove white supremacy from the White House!",1
"@realDonaldTrump I've also had 21 yrs NYC/NY metro career at some fantastic companies. The point is We are counting on you-F the detractors!",3
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",0
"@ThatWillGarland @realDonaldTrump Right now",1
"@TRUMPMOVEMENTUS @realDonaldTrump smart man",1
"@kstreetsentinel @deejay90192 @StephenBannon @realDonaldTrump Is there a link for this?",0
"@brunelldonald @realDonaldTrump @mike_pence It's o.k. Stay where u r. Obama got this!",1
"@seanhannity @realDonaldTrump The media didn't care about Don's Russia connections. Had Obama had these unsavory ties, look out!",-1
"@riotwomennn @shearm @elyse4design @realDonaldTrump @nytimes electors have no right to change their votes they serve the will of the states",1
"@realDonaldTrump This isn't a reality t.v. show, Donald. Stop making a spectacle of yourself. You are embarrassing this country. Stop it!",-1
"Frightening #unfit @realDonaldTrump #notmypresident https://t.co/yE9xQoxDbU",-2
"RT @missingvoice: @StopCCSSinNYS @ChelEarle @realDonaldTrump Y have anyone who worked 4 #NCLB That 15 yr. experiment a bad joke https://t.c…",-1
"Um, I'm on this side. @realDonaldTrump supporters owe us an apology: no such thing as a good Trump voter: https://t.co/RGH4ldsx7i via @slate",2
"@TheJuanWilliams @realDonaldTrump @FoxNews @fxnopinion Nobody cares what the Press Pool thinks anymore. You have yourselves to blame.",-1
"RT @Idaho4LocalEd: Heads up!! Twitter alert! #EversforEd @transition2017 @StephenBannon @realDonaldTrump @Reince

Secretary of... https://t…",0
"BB62, USS New Jersey, raining hellfire &amp; brimstone w/ her 16"" guns. #BringThemBack #PeaceThroughStrength… https://t.co/NBnEIgn0uV",1
"Could we expect Anything Less? Look who they ""Love""! @IngrahamAngle @DanScavino @MauraMcC127 @AnnCoulter… https://t.co/QE3EbcAjzt",1
"@ResistTyranny @realDonaldTrump @mike_pence Damn you guys truly have no idea what the term means, nor how federal funding works.",0
"RT @JustinCooper703: $twtr sell off on the blocking of alt-right accounts? wtf. Investors should be scared though. @realDonaldTrump filling…",-1
"RT @JustinCooper703: $twtr sell off on the blocking of alt-right accounts? wtf. Investors should be scared though. @realDonaldTrump filling…",-1
"RT @JustinCooper703: $twtr sell off on the blocking of alt-right accounts? wtf. Investors should be scared though. @realDonaldTrump filling…",-1
"RT @CarrieWelborn: Bet they are shredding by the truck load... @realDonaldTrump https://t.co/wB9Qt3gxgV",0
"@seanhannity @realDonaldTrump did you not watch any of this election?",-1
"@realDonaldTrump @DonaldJTrumpJr  Gary Sinise would be great as head of Veterans Affair.",1
"RT @missingvoice: @StopCCSSinNYS @ChelEarle @realDonaldTrump Y have anyone who worked 4 #NCLB That 15 yr. experiment a bad joke https://t.c…",-1
"@Democrat_4Trump @realDonaldTrump impeach her if she will not interpret the laws of our land but wants to make her own laws.",-3
"@StopCCSSinNYS @ChelEarle @realDonaldTrump Y have anyone who worked 4 #NCLB That 15 yr. experiment a bad joke https://t.co/6aLxwm0SuT failed",-2
"RT @_elizabRADford: if @realDonaldTrump has the audacity to run for President you would think I could find the courage in me to ask that cu…",0
"@warriors_mom @realDonaldTrump @hautedamn @POTUS 
Thank you!  I thank God for you!  God bless!",3
"Yo @realDonaldTrump  Google was/is in the tank for Hillary https://t.co/XHoAbUhnrs",-1
"@DonaldJTrumpJr @Bro_Pair @FloydMayweather @realDonaldTrump maybe cool it with the thumb, Gilligan.",1
"RT @CarrieWelborn: Bet they are shredding by the truck load... @realDonaldTrump https://t.co/wB9Qt3gxgV",0
"@caerbannog666 @BenSasse @Muddshark @EJDionne @realDonaldTrump https://t.co/vfBnBmduS4",0
"RT @CarrieWelborn: Bet they are shredding by the truck load... @realDonaldTrump https://t.co/wB9Qt3gxgV",0
"@realDonaldTrump I see liberal news love to spread the hate.",0
"@realDonaldTrump no more #illegals",0
"@jim72182 @realDonaldTrump stop listening to liberal news. That's why you lost.",-1
"@realDonaldTrump don't forget Dr. Michael Savage! @ASavageNation",-1
"@larryelder they're gonna call anybody @realDonaldTrump puts up as deplorable. This is standard leftist playbook crap. Ignore them",-3
"@realDonaldTrump just like the women you are accused of assaulting, only you know the reason of why.",2
"RT @NAAlmodovar: The #BetterWay is the @realDonaldTrump way. @SpeakerRyan you didn't back the people's candidate Get in line with #TrumpAge…",0
"RT @CarrieWelborn: Bet they are shredding by the truck load... @realDonaldTrump https://t.co/wB9Qt3gxgV",0
"@seanhannity @themadhatter355 @realDonaldTrump those people, some of them don't mind being on the tax payer govt tit! Why not responsibility",-1
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",0
"@PaulStout10 @TuckerCarlson @realDonaldTrump @MissLizzyNJ lol oh my gosh this it is to funny",-1
"The #BetterWay is the @realDonaldTrump way. @SpeakerRyan you didn't back the people's candidate Get in line with #TrumpAgenda. @mitchellvii",0
"@seanspicer @GOP @realDonaldTrump @theobserver @jimmorrill we were the silent majority. I love it.",2
"#loudobbs Please .@realDonaldTrump Don't let Companies hire foreigners instead of Americans! Say No to H1B visa's! WE NEED JOBS",1
"#loudobbs Hey .@SpeakerRyan it's NOT #BetterWay it's #TRUMP's way! .@realDonaldTrump #TrumpTrain",-1
"@warriors_mom @realDonaldTrump @hautedamn 
Why is there no computer on @POTUS @realDonaldTrump'S desk?!",0
"@Wutevuh @seanhannity @realDonaldTrump HE WONT FAULTER. IF HE DOES, ITS OUT OF HIS HANDS.",0
"@realDonaldTrump and still unprepared for the job!",-1
"@realDonaldTrump @nytimes Putting in place bigots and people willing to rape the planet would not take so long. It is who you hang with!",-2
"@realDonaldTrump @nytimes Fools? Look in the mirror, man. You are in an alternative reality from over half of America who voted against you.",-1
"@realDonaldTrump @JudgeJeanine @seanhannity @oreillyfactor #MAGA",0
"@realDonaldTrump @nytimes I read that failing newspaper every day. I would NEVER trust you for news. Entertainment....maybe.",0
"@realDonaldTrump Considering all the LIES you DO tell, it is hard to distinguish the truth. A monarchy would be your wet dream.",-2
