"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@realDonaldTrump Arkansas supported the HECK out of you too... Appreciate U.S. too!",FALSE,0,"realDonaldTrump",2016-11-18 02:17:36,FALSE,"799435824622252032","799436362898403328","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KDEaster75",0,FALSE,FALSE,NA,NA
"Loved “@realDonaldTrump: Just got a call from my friend Bill Ford,",FALSE,0,NA,2016-11-18 02:13:18,FALSE,NA,"799435283066257409",NA,"<a href=""http://www.cloudhopper.com/"" rel=""nofollow"">Cloudhopper</a>","farmerboy501",0,FALSE,FALSE,NA,NA
"@realDonaldTrump @Trummp_2016 I hope keep to your promise and be watchful of establishment choices",FALSE,0,"realDonaldTrump",2016-11-18 02:00:53,FALSE,"799232214793760768","799432156477067264","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stuffupstairs",0,FALSE,FALSE,NA,NA
"Congrats to you &amp; the zoomies! I look forward to @realDonaldTrump rebuilding our Armed Forces! https://t.co/kRPgjAz4v5",FALSE,1,NA,2016-11-18 01:47:29,FALSE,NA,"799428785024233472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CollinsARK",0,FALSE,FALSE,NA,NA
"@wikileaks @Steve_Resler @realDonaldTrump @nytimes #Free #Assange https://t.co/yjNJ6OxscV",FALSE,0,"wikileaks",2016-11-18 01:46:18,FALSE,"799303756017856512","799428484888141829","16589206","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PatriciaAHenso1",0,FALSE,FALSE,NA,NA
"@RepMarkTakano @BamaStephen @realDonaldTrump Wisdom is silent sometimes. He sud have practiced it.",FALSE,0,"RepMarkTakano",2016-11-18 01:22:35,FALSE,"799293352625786880","799422517094023168","1037321378","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PatriciaAHenso1",0,FALSE,FALSE,NA,NA
"@realDonaldTrump your worst for women than a yeast infection. #FakeGynecologist grab them where again? #PutinPuppet",FALSE,0,"realDonaldTrump",2016-11-18 01:19:56,FALSE,"799232214793760768","799421850157715457","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hog8ter",0,FALSE,FALSE,NA,NA
".@johnbrummett writes on who delivered the victory to @realDonaldTrump: https://t.co/BEdpOEYh5Y #ArkDG #ARpx https://t.co/A7WVpweGL6",FALSE,0,NA,2016-11-18 00:43:00,FALSE,NA,"799412556737691648",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ArkansasOnline",0,FALSE,FALSE,NA,NA
"@PamelaRamseyTa1 Hopefully @realDonaldTrump will give one of those good jobs he's promised.",FALSE,0,"PamelaRamseyTa1",2016-11-18 00:40:59,FALSE,NA,"799412050942427136","798671668981809152","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","spicypink1",0,FALSE,FALSE,NA,NA
"White folks think its 1956...because @realDonaldTrump won. https://t.co/IifHCGNwAj",FALSE,1,NA,2016-11-18 00:27:47,FALSE,NA,"799408728722276352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","spicypink1",0,FALSE,FALSE,NA,NA
"@GETSOME45 @risetoflyy @realDonaldTrump Lets pray neither of these two muslim loving, globalists get close to this new administration",FALSE,1,"GETSOME45",2016-11-18 00:22:52,FALSE,"799405306648240128","799407491440410625","37218057","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tomtomokie",1,FALSE,FALSE,NA,NA
"@scottienhughes @DiamondandSilk @realDonaldTrump Whoever these women are, they're clearly not smart.",FALSE,0,"scottienhughes",2016-11-18 00:09:35,FALSE,"799380289848016897","799404146260516864","426917520","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Robert_lrar",0,FALSE,FALSE,NA,NA
"RT @firehype501: @realDonaldTrump nobody can drain the swamp like @TGowdySC !!!#poorswamp",FALSE,0,NA,2016-11-17 23:51:51,FALSE,NA,"799399682610987008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","firehype501",1,TRUE,FALSE,NA,NA
"@realDonaldTrump nobody can drain the swamp like @TGowdySC !!!#poorswamp",FALSE,1,"realDonaldTrump",2016-11-17 23:51:20,FALSE,NA,"799399554512748544","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","firehype501",1,FALSE,FALSE,NA,NA
"RT @NFIB: What can #smallbiz expect for #taxes from @realDonaldTrump?  https://t.co/VSDCQQVg6y",FALSE,1,NA,2016-11-17 23:05:13,FALSE,NA,"799387950467289088",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","nfib_ar",0,FALSE,FALSE,NA,NA
"@johnbrummett @ArkansasOnline I'm aware of only 1 liberal who thought and predicted @realDonaldTrump would win: @MMFlint aka, Michael Moore",FALSE,0,"johnbrummett",2016-11-17 22:55:27,FALSE,"799247401760473089","799385492018106368","18147014","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mpmassey",0,FALSE,FALSE,NA,NA
"@realDonaldTrump   How can you drain the swamp if part of the swamp is given jobs in your administration. What next going to talk to Kasich",FALSE,0,"realDonaldTrump",2016-11-17 22:26:59,FALSE,NA,"799378327777771520","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KenSparrow1",0,FALSE,FALSE,NA,NA
"@kristopherjohn @POTUS yeah &amp; I remember when HRC conceded to @realDonaldTrump That's all folks! BTW We need a… https://t.co/UGYWitLGJp",FALSE,0,"kristopherjohn",2016-11-17 22:10:07,TRUE,"799369340210597892","799374082898857985","69020339","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thiaphotos",0,FALSE,FALSE,NA,NA
"@VoteTrumpPics @realDonaldTrump @DonaldJTrumpJr @DanScavino @KellyannePolls @AppSame @CarmineZozzora @EricTrump @JVER1 @bfraser747",FALSE,0,"VoteTrumpPics",2016-11-17 21:46:58,FALSE,"796257494813134848","799368257467654144","774074669230071809","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tesijean",0,FALSE,FALSE,NA,NA
"@realDonaldTrump Trump will find out that the never Trump people will turn on him in a sec they will follow the establishment policy not his",FALSE,0,"realDonaldTrump",2016-11-17 21:12:31,FALSE,NA,"799359586960637952","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KenSparrow1",0,FALSE,FALSE,NA,NA
"If @realDonaldTrump places @MittRomney in his admin it will show weakness in turn losing the confidence of many of his current supporters …",FALSE,0,NA,2016-11-17 21:04:36,FALSE,NA,"799357595475656704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","YManCyberDude",0,FALSE,FALSE,NA,NA
