"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @infowars: Clinton’s Begging @realDonaldTrump To Stop Investigation of Hillary Through Chelsea - https://t.co/8BMY5xE9Zl",FALSE,0,NA,2016-11-18 02:04:18,FALSE,NA,"799433017991303168",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","Magilla7",98,TRUE,FALSE,NA,NA
"RT @RealAlexJones: Clinton’s Begging @realDonaldTrump To Stop Investigation of Hillary Through Chelsea - https://t.co/CdMV5pTLOv",FALSE,0,NA,2016-11-18 02:04:13,FALSE,NA,"799432994477879296",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","rjimenez3940",173,TRUE,FALSE,NA,NA
"RT @infowars: Clinton’s Begging @realDonaldTrump To Stop Investigation of Hillary Through Chelsea - https://t.co/8BMY5xE9Zl",FALSE,0,NA,2016-11-18 02:03:50,FALSE,NA,"799432898617163776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MaxHayzz",98,TRUE,FALSE,NA,NA
"@realDonaldTrump https://t.co/uVl4yta04I https://t.co/WUPuCtwnqa",FALSE,1,"realDonaldTrump",2016-11-18 02:03:41,FALSE,"799432403727028224","799432863150198788","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","THEDINGOJOHNSON",0,FALSE,FALSE,NA,NA
"RT @infowars: Clinton’s Begging @realDonaldTrump To Stop Investigation of Hillary Through Chelsea - https://t.co/8BMY5xE9Zl",FALSE,0,NA,2016-11-18 02:03:13,FALSE,NA,"799432744103051264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","coolhandjohn5",98,TRUE,FALSE,NA,NA
"RT @infowars: Clinton’s Begging @realDonaldTrump To Stop Investigation of Hillary Through Chelsea - https://t.co/8BMY5xE9Zl",FALSE,0,NA,2016-11-18 02:03:12,FALSE,NA,"799432740953145345",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CharlesS1952",98,TRUE,FALSE,NA,NA
"RT @infowars: Clinton’s Begging @realDonaldTrump To Stop Investigation of Hillary Through Chelsea - https://t.co/8BMY5xE9Zl",FALSE,0,NA,2016-11-18 02:03:00,FALSE,NA,"799432688981528577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aladayllc",98,TRUE,FALSE,NA,NA
"This is brilliant. @realDonaldTrump silences security critics by making NSA first cabinet pick. #ISIS is not going… https://t.co/4WHTgmDHBI",FALSE,0,NA,2016-11-18 02:02:55,TRUE,NA,"799432668152741888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MLettelleir",0,FALSE,FALSE,NA,NA
"@realDonaldTrump making America great again. My man President Trump!",FALSE,0,"realDonaldTrump",2016-11-18 02:02:45,FALSE,"799432403727028224","799432626272468992","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdecker230",0,FALSE,FALSE,NA,NA
"RT @RealAlexJones: This Video Proves The Media is Lying About @realDonaldTrump - https://t.co/bWelewTxb9 #TrumpTheEstablishment",FALSE,0,NA,2016-11-18 02:02:41,FALSE,NA,"799432609465974785",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","KatiePPetersen",109,TRUE,FALSE,NA,NA
